time,value,condition,sample,sample_error_ms,pressed,correct,rt_from_marker_s,block,responding
721.5228,GnG-low,nogo,92402,-3.0577655936667725,False,True,,1,True
723.1323,GnG-high,go,92609,3.7988786618825543,True,True,0.36521572788830464,1,True
724.6056,GnG-low,nogo,92797,-1.5057149477115672,False,True,,1,True
726.0735,GnG-high,go,92985,-1.410308586400788,True,True,0.3673228884388666,1,True
727.9553,GnG-low,nogo,93226,-1.3651333850930314,False,True,,1,True
729.3142,GnG-low,nogo,93400,-1.5885338718817366,False,True,,1,True
731.1916,GnG-low,nogo,93641,2.856641329458398,False,True,,1,True
732.6359,GnG-low,nogo,93826,3.1265890804661467,False,True,,1,True
734.5233,GnG-high,go,94067,-2.4282357181846237,True,True,0.26895046781250737,1,True
735.9618,GnG-low,nogo,94252,3.6417120618352783,False,True,,1,True
737.4706,GnG-low,nogo,94445,1.8795494403320845,False,True,,1,True
739.2183,GnG-low,nogo,94669,3.2804591833155428,False,True,,1,True
