timestamp_unix,product_string,usage_page,usage,interface_number,serial_number,report_length,report_hex
1788334818.223712683,EEG Signals,65535,2,1,UD2022081200650D,32,502888940f7be3d1c780febfb9c62e2ad09f6061da32054d88133f8f13016361
1788334818.227721453,EEG Signals,65535,2,1,UD2022081200650D,32,49eb5760bc1f2a80f33b3b06d8739ab037b87e09c5bf11f007f83d9a9566db3a
1788334818.230716944,EEG Signals,65535,2,1,UD2022081200650D,32,5e551fef2fcfc472d41b008b8b30ea7689e8822fb19f900ed5d93dd18b3b8e6f
1788334818.234707355,EEG Signals,65535,2,1,UD2022081200650D,32,2a2dc1a4bf2382330a2c4f3d9f3d8a33715099a422c96da4634f416ad34519f7
1788334818.240734816,EEG Signals,65535,2,1,UD2022081200650D,32,b18b7cdf6d6f06495e30e5eaaf9e736ea8e93c55e72b7eca15b3bab9824c76dd
1788334818.242729187,EEG Signals,65535,2,1,UD2022081200650D,32,67eb4a9ca987d64cda18b0ec3707f12504e0cd845ca3d79c4799e43dc10b0dfd
1788334818.246721029,EEG Signals,65535,2,1,UD2022081200650D,32,5cfc11dd781314e250ff11115a2ad7c76ab85acec8fa8aae33f31b60bacf741c
1788334818.250786543,EEG Signals,65535,2,1,UD2022081200650D,32,49839512ff81000914608126e04ca16b583817e04f0c46d610501c43567b9956
1788334818.254738331,EEG Signals,65535,2,1,UD2022081200650D,32,7521b98da045e1fbd4df097aa30e104e58760cc7a79ee680df7090345126ac01
1788334818.258747101,EEG Signals,65535,2,1,UD2022081200650D,32,274a85eea899fb5040a8be6d0a731e3248b524d27f28771530ce3ed42f664a6e
1788334818.262725353,EEG Signals,65535,2,1,UD2022081200650D,32,aab63b07186400588101c96672072d1e4450263359d4f9e18500c6c1d6a46cdf
1788334818.266716003,EEG Signals,65535,2,1,UD2022081200650D,32,6999f9ff77ebdf36a65da1b1ef8bd057a340138a0be286ca394650be798501a3
1788334818.270733356,EEG Signals,65535,2,1,UD2022081200650D,32,e8c65ee5d514d7715fb3d57f5e5faddbdcdbad72c9268be60185c8ffc54a2184
1788334818.274752617,EEG Signals,65535,2,1,UD2022081200650D,32,edc48e7b60f3b4a3ee72ebdf0bdfa3449e56d23ad37f84e999b2ad391286735a
1788334818.279732943,EEG Signals,65535,2,1,UD2022081200650D,32,081973236a4f706b111564eedb5d99629cf508e9948a59d3114d7402789958e3
1788334818.281729221,EEG Signals,65535,2,1,UD2022081200650D,32,1dd27572aadb78ab0a74176cb16cd583ccc71660d7fb6aed84d207d85351733e
1788334818.285732269,EEG Signals,65535,2,1,UD2022081200650D,32,229f9a60da6b78550c30546f2f54b532456b26d7bf0037d185b37d069a32f8b5
1788334818.289722681,EEG Signals,65535,2,1,UD2022081200650D,32,6429d32d83ca3d2a6928f81579b518d792b5e3f3d70721870e9b8e0f97d22e04
1788334818.293814421,EEG Signals,65535,2,1,UD2022081200650D,32,585f9a6899d77fbe2dc8bc62d41508389030d17408d54e5583e4f3ccaff3c7aa
1788334818.297716618,EEG Signals,65535,2,1,UD2022081200650D,32,dd87085e214c928264b79d865574b261f58a1c0b7ec386443ba7ce043ea206f0
1788334818.301714420,EEG Signals,65535,2,1,UD2022081200650D,32,bfd14d43feb94990f5f2b2f385506d0d4030a4df6fd85d109fd548d79f375927
1788334818.305727959,EEG Signals,65535,2,1,UD2022081200650D,32,2a3db790f4d27fa2b397ed19251e6184d823595e9604d9336a94972c4aeebb13
1788334818.309743166,EEG Signals,65535,2,1,UD2022081200650D,32,ad36af3cf5a97c872deb6543e3283d6eb9e7b4353287689e9e8e5771d5bcc02e
1788334818.312735796,EEG Signals,65535,2,1,UD2022081200650D,32,58b228d14766e35a52b7a7be9bb228c049c1d12325650dd912e5841734cdf7ce
1788334818.318747997,EEG Signals,65535,2,1,UD2022081200650D,32,f136ed2fa2ea7753d878da7b81f1779c7e749bdd4948149fe408eab59cd253aa
1788334818.320729494,EEG Signals,65535,2,1,UD2022081200650D,32,77c1e37bca758b73d3819a24e6b3de5016837b7a09aeefc5d74280f19240e2f6
1788334818.324742079,EEG Signals,65535,2,1,UD2022081200650D,32,972870b336bf0772c77d064ca36052f700868b7e79fa3a420d29d0d938f915a3
1788334818.328750849,EEG Signals,65535,2,1,UD2022081200650D,32,62d90ce31da8a0cbfad086027765b41fbfdf5beb76a9320688f6e6c6601aecaf
1788334818.332728863,EEG Signals,65535,2,1,UD2022081200650D,32,f87927e8d5996c49e3c2e5d5225dd4301c367911cfdd46ca600b01635e447ee6
1788334818.336730719,EEG Signals,65535,2,1,UD2022081200650D,32,b0e9175e559d6767480fd9ec194a11e1d6bb5debd8c7d3f9891a9e1bc8604845
1788334818.340728760,EEG Signals,65535,2,1,UD2022081200650D,32,2fe0ac9ee2e43cd72bb435158b3a0cc57ec80e7e9f5fac6beecff2b35282318e
1788334818.344731808,EEG Signals,65535,2,1,UD2022081200650D,32,30692cf943b08927b191207c5054aa3022be5afe3e2772cc4a5547bd0205ff7a
1788334818.348727465,EEG Signals,65535,2,1,UD2022081200650D,32,05298f293ea65ff5246ffc6c35d9c5cd6b34b2c0ec2976d703202fb4246627dd
1788334818.351734638,EEG Signals,65535,2,1,UD2022081200650D,32,6ff78f296a203c8cf223b1bbd8047fdb7edfa44154c61d94ade9a51486099185
1788334818.357722044,EEG Signals,65535,2,1,UD2022081200650D,32,7147278fc9c77629717d7ade5fbbe32dbd7737b3d40c5890037e2135ed6918c3
1788334818.359723091,EEG Signals,65535,2,1,UD2022081200650D,32,5d9f0e787ef507ef0f9bdefb8610b56c49af045e39f1ebf079f002d889bb9198
1788334818.363719702,EEG Signals,65535,2,1,UD2022081200650D,32,21426187da768d6f361a5c6d2922be48c3aa559a2c7613a8b0be49d5a29f5dcc
1788334818.367727757,EEG Signals,65535,2,1,UD2022081200650D,32,5ee07cdbaf80a30252cd9fdbba7a9e761c813a9e41fea30d29341f8cd67ff44a
1788334818.371725082,EEG Signals,65535,2,1,UD2022081200650D,32,9fb353416189c5365bcc588ca5f1131836dbea861181a8d803e33843b23e812f
1788334818.375788689,EEG Signals,65535,2,1,UD2022081200650D,32,bfd56f97619e605230dcc0d9db7a0549e1573257a35a480ae17d8e2fa8ccb5ac
1788334818.379730940,EEG Signals,65535,2,1,UD2022081200650D,32,43d4b524313cfcdfa475dbd794dcbdd2c4f1d53766f8d1c631c6bf8f04e364ea
1788334818.383724689,EEG Signals,65535,2,1,UD2022081200650D,32,9aeff8480d8d119116e459f87e95119b3b2b43038e6abfa756a490dc672303a1
1788334818.387724876,EEG Signals,65535,2,1,UD2022081200650D,32,b548c049aeda390711728c75408296c5c6202228c7eeafa6f4aee154e029a4e9
1788334818.390719652,EEG Signals,65535,2,1,UD2022081200650D,32,e82ffadd323071c92be1cb608945e0ee2d632183bafe4ed1851fb667fcce89bc
1788334818.394735098,EEG Signals,65535,2,1,UD2022081200650D,32,9d8b84536187b81230865a1b7647e26cde8a6006d53069530258a168371dc389
1788334818.398713589,EEG Signals,65535,2,1,UD2022081200650D,32,49121e07f0225d466922de47c842785ae13af57967bf26768ab484028cc5e361
1788334818.402699709,EEG Signals,65535,2,1,UD2022081200650D,32,041b35f0b4f24e8fcaa4260b41ce4e6ac9eebcb0693d18543ef38a70ebbcd192
1788334818.406705856,EEG Signals,65535,2,1,UD2022081200650D,32,563ccf4ae8db204aa479d4387bab93fe44a252cb36b1d5606e6460e7ddcdffe5
1788334818.410716057,EEG Signals,65535,2,1,UD2022081200650D,32,2c0bfa92909542e991331649a46d4fd85b3696386a64ff491d14f18c4d4f6f94
1788334818.414734602,EEG Signals,65535,2,1,UD2022081200650D,32,6f418663ca56259233047ce0c91b8ec094ae1bf0e1e451fdeb9f1886c1083e6e
1788334818.418723583,EEG Signals,65535,2,1,UD2022081200650D,32,dea2cb22bf661c6af52138676d1dd271064b0a50f43b1aa382121c60b2367fd3
1788334818.422731876,EEG Signals,65535,2,1,UD2022081200650D,32,702648c9763beaaed1a4cce730550c3dd582a37ae617dfd6c77155964a280619
1788334818.426752806,EEG Signals,65535,2,1,UD2022081200650D,32,2d2133b4d6073775fa3fe8cfc43353252b8c4c2797751f045fd46e4af180d310
1788334818.432721853,EEG Signals,65535,2,1,UD2022081200650D,32,7fac96c454c3bfc0f15eb225722c87070b4e3b0520a4abcfd8e8b502be1c336a
1788334818.433708906,EEG Signals,65535,2,1,UD2022081200650D,32,d313676228887bb6ac097637d5b8e2c4dbbb5cd5a14e1a9704b0037f8b454f9a
1788334818.437731981,EEG Signals,65535,2,1,UD2022081200650D,32,58d1d033142f3b8f56a810ac7c7ad4544884e9dcf918654ceb1e6a14e4ba3f2f
1788334818.441705704,EEG Signals,65535,2,1,UD2022081200650D,32,afc6b49b63887a8f4a77bcfff94133f4f02ea1ec4592c3806ae6159862c74e0a
1788334818.445745468,EEG Signals,65535,2,1,UD2022081200650D,32,5cc4d01963237ed8eaeeed70aa08bd91277c6738e4ccd0d4291fc1991cef2d8d
1788334818.449741125,EEG Signals,65535,2,1,UD2022081200650D,32,65e7af8ba551e3a5e8b0d3db3d97748b437e0c6aea51038765f981111e083a23
1788334818.453728199,EEG Signals,65535,2,1,UD2022081200650D,32,ae15b8f89e175a93be1764e33c09eb28dd8f7f2217fdbe68161d17d22a197f21
1788334818.457734823,EEG Signals,65535,2,1,UD2022081200650D,32,ddfb0aa2ff8c61c5849e0fff7e624cf01276ad45183ca6b2165ec26f1d582305
1788334818.462738514,EEG Signals,65535,2,1,UD2022081200650D,32,d770ded33b3dcf943a12e3818c96eab44d9ce28b1199bbbab6e25e2538ca8b30
1788334818.466732025,EEG Signals,65535,2,1,UD2022081200650D,32,68d5531729bbf9424b15a3ddddd0e3e8ee4781b298cdd43684b20a78ef9327a6
1788334818.469714642,EEG Signals,65535,2,1,UD2022081200650D,32,d0c4279b5f348f7546ca4688ecb61e16b1b8f5b3d33152fe7e6e1c071ea35240
1788334818.472723007,EEG Signals,65535,2,1,UD2022081200650D,32,c6d9e47f357e3d63a30ece88ef1869eebfc5793cbdaa1fb9722d4003e5759b70
1788334818.476715565,EEG Signals,65535,2,1,UD2022081200650D,32,816b4e555fe0223250bcf9533791e88d25dae94e7be0fd836696ca6e93efcd28
1788334818.480716228,EEG Signals,65535,2,1,UD2022081200650D,32,ab65e0b58229283b5cefeedce6ebceecb18db186f243f14161b7e2c4c46a527a
1788334818.484711170,EEG Signals,65535,2,1,UD2022081200650D,32,c249c71b1faf6446782cfb5b92c64e8d8c2bcb1aa9198f6ba075558fe5fa888c
1788334818.488713264,EEG Signals,65535,2,1,UD2022081200650D,32,2056996f29d6de5fdfed76412c6f6b21722aeb626d26e5060c5421023d752b2c
1788334818.492760897,EEG Signals,65535,2,1,UD2022081200650D,32,1cb3eb439dfa1f63ad5f37ab58a196554dc5998c51b2a0f18b60a4a9aabb337d
1788334818.496720314,EEG Signals,65535,2,1,UD2022081200650D,32,a1b17c87c3efb71ddf5d2fafbae0ee757bfd9fecfafc0ea588f9c956163e86e7
1788334818.501713037,EEG Signals,65535,2,1,UD2022081200650D,32,3da89b87b3d2591101a2fa81daa3c834c4ccad1d6723ba8ac1b850c563e954ec
1788334818.504719973,EEG Signals,65535,2,1,UD2022081200650D,32,f1e93bf7ca92765ca5fe79f4e3dcf97a12645c0af80b610286c2b257bf96eb9b
1788334818.508744478,EEG Signals,65535,2,1,UD2022081200650D,32,6a9b6cfa7027171222e777671fc36506916adb9b62db3132ebdec9e799d6834e
1788334818.512721300,EEG Signals,65535,2,1,UD2022081200650D,32,c0c8672bba4ed0a5f23abee36ae302251afb74cfd647125d1b6038a315e27976
1788334818.515731573,EEG Signals,65535,2,1,UD2022081200650D,32,e37338aacc057f259380de9a0e432c70293c9e1a36b355d759f8d17deef2bcec
1788334818.519725323,EEG Signals,65535,2,1,UD2022081200650D,32,e898f8c1c1612b06b29ac0be7edacdd451a3f761ffae6def9c0802d5e0e839e7
1788334818.523723364,EEG Signals,65535,2,1,UD2022081200650D,32,d5a30341d261ae607386ccc6f38fc1304560740e01525fb4f607439d4235b2ec
1788334818.527734280,EEG Signals,65535,2,1,UD2022081200650D,32,41c60ff97a59f29931f702545cc964b8661a38601859313875009527caa75f5d
1788334818.531734705,EEG Signals,65535,2,1,UD2022081200650D,32,d105fc895769fda347fc4e2aaba3de34f8fcb8d9d18f36a06c32e10cf786709a
1788334818.535731792,EEG Signals,65535,2,1,UD2022081200650D,32,db82fc2b356cfbc087e202695b923b557fe90640813810e8fa94b58b828b1e27
1788334818.540729046,EEG Signals,65535,2,1,UD2022081200650D,32,eb5daa434667fadecf8d83dbd88b3bd8f5cc19484539c8759cc4191c853dbe68
1788334818.543722391,EEG Signals,65535,2,1,UD2022081200650D,32,fe4ac2d2d2aef16eb1346c05ae4fffcd19ba27f03d7a3e55427bbf6c34790f47
1788334818.547729969,EEG Signals,65535,2,1,UD2022081200650D,32,5e2773af67f3046feee104f6bb53df4f5341b13d63a72d0934b04f9bbcec91a4
1788334818.551732302,EEG Signals,65535,2,1,UD2022081200650D,32,a0a920aca20ae99da7286d386816b04d11449a4ddccb0a6a430bdfcf368b47a5
1788334818.554732084,EEG Signals,65535,2,1,UD2022081200650D,32,0f4cb755f1e74ba5da1aa0014ef46691c58d9985f7d235415118f7bf01bb2721
1788334818.558757782,EEG Signals,65535,2,1,UD2022081200650D,32,ca021694b366e4d950b1b08cef2bb200acf84358040a70ba8d60a73f7fa6ad29
1788334818.562732220,EEG Signals,65535,2,1,UD2022081200650D,32,08094cd8657cf6e91e94f290da09bc8feb9633f3259ea1603efa92ea7de68171
1788334818.566724777,EEG Signals,65535,2,1,UD2022081200650D,32,06990e92209f11ed003569a0b6bc7d1f8f955b0821d1bf01c177a2aca359b907
1788334818.570726395,EEG Signals,65535,2,1,UD2022081200650D,32,e84e3041823a5bc5d9a1138cff88254ec7f63468d0b55975b338e1a0a8396f82
1788334818.574705839,EEG Signals,65535,2,1,UD2022081200650D,32,cc45a12acaeacc50891daa1b31a3c5e7f4f59a2605073f4a746e0a569f50e079
1788334818.579736948,EEG Signals,65535,2,1,UD2022081200650D,32,1119c036c082621a5a9efb136ab95738340c27914f09633545a70a970744e0cf
1788334818.582741022,EEG Signals,65535,2,1,UD2022081200650D,32,f9f64d35c1ba9115e45794475ef0c315cc091d81aaf0e51e547a186decdd9c21
1788334818.586719036,EEG Signals,65535,2,1,UD2022081200650D,32,e378861d139b16522bb7adf76ff23dcb4d8223cd4c1b9238cfe979cc4f21c1f6
1788334818.590736389,EEG Signals,65535,2,1,UD2022081200650D,32,e66bf408e362ee98a8bb3a36614936af6ec38355ba4abd1e35b03b739b5042bb
1788334818.594748020,EEG Signals,65535,2,1,UD2022081200650D,32,ef5bf621b7986a68eb4bd945f0f8d1137308020852b1e6a000650fba3a1401b8
1788334818.597721100,EEG Signals,65535,2,1,UD2022081200650D,32,e09190178c0c8a9515bcb7789cf783ec7008a8b60f9340238db3cced1fab1956
1788334818.601714373,EEG Signals,65535,2,1,UD2022081200650D,32,8ce00d064952adcc7b8c34fb3e66c0435a080504b984eb2d4299e488636549c6
1788334818.606728792,EEG Signals,65535,2,1,UD2022081200650D,32,2e38f90ffd1855a65f6741667f5d7ddf2b1b1bd5568b943af276b5347a5de6fa
1788334818.609726667,EEG Signals,65535,2,1,UD2022081200650D,32,9a0408bf92efa4184771afef9d33a389438b77cd30300710bd1b08021091eb15
1788334818.613739252,EEG Signals,65535,2,1,UD2022081200650D,32,c7127084bea2e10ed248868f94cad4c32d74459c3ab8692d9df31ef032bd1288
1788334818.619734764,EEG Signals,65535,2,1,UD2022081200650D,32,a1023bd1f7be85b1dcff9134e8392fc5f7eb5886664c6da13b0740b43c9a8c1a
1788334818.621729612,EEG Signals,65535,2,1,UD2022081200650D,32,ce4bad87ceb71207f53af97bed2e92067f21792ad2a2805f292b2673783aaaf2
1788334818.625736952,EEG Signals,65535,2,1,UD2022081200650D,32,6c79271b5c87da56c4290389572d7c1529b56643b1ae5c92c0be6b6efcf9a7e1
1788334818.629743338,EEG Signals,65535,2,1,UD2022081200650D,32,04f3dd5f33ef8e96af4b55963dff98c938fa76eb8a37f5013ad6408ac0ee5d47
1788334818.633730412,EEG Signals,65535,2,1,UD2022081200650D,32,54f8881d2f33263a02ec70dacbe21653e7992527a2dd5d0df30bcaa317995f7e
1788334818.636726379,EEG Signals,65535,2,1,UD2022081200650D,32,8017922a70dbeca4596958411696130f4ab1ca22bda85f49e4504beed1f4fd0f
1788334818.640732527,EEG Signals,65535,2,1,UD2022081200650D,32,628cf61e48c69f4e656d538f127f8012e16134e5f07892d9ed73898db50f7bc4
1788334818.645750046,EEG Signals,65535,2,1,UD2022081200650D,32,160e333bbf8190c9fc764eb4fc048e4ddaa969e57b1419988e990c59698e9c21
1788334818.648726225,EEG Signals,65535,2,1,UD2022081200650D,32,00fee2227d4db71edfdad75fa420623f58c954366e88af3c381749ef474048b3
1788334818.652738094,EEG Signals,65535,2,1,UD2022081200650D,32,6093e3d335e804d88000855be1f273785f41810534f18012183c2a48181f80c3
1788334818.656739473,EEG Signals,65535,2,1,UD2022081200650D,32,8ba8770d4c35881c63017b302bc3feeb36f85320f7460b627b4ebff715a476ca
1788334818.660740137,EEG Signals,65535,2,1,UD2022081200650D,32,7987a30d531fa47f9974e6d682915ffe1768056351bd53bb815ce99a5b0aaed2
1788334818.664739132,EEG Signals,65535,2,1,UD2022081200650D,32,e71f5aa40c6a3df712ae2a6eb1c80db046d65639db3efc949f8f884f3828dd90
1788334818.668725014,EEG Signals,65535,2,1,UD2022081200650D,32,ec85e6c7e96757c717e20ed84b2528e85d88b8e11aaa49c65e2afab7fa034143
1788334818.672732592,EEG Signals,65535,2,1,UD2022081200650D,32,628ee626950f43bc95c8118007bca455e92127ef3b18de8e41d7bf6d93c84e8d
1788334818.676732063,EEG Signals,65535,2,1,UD2022081200650D,32,15cec10cb89a8c6bc722628dc48b4a4e5d73dba00a1af413204ee0a54697f9ca
1788334818.679736853,EEG Signals,65535,2,1,UD2022081200650D,32,ce1c90cf3156ecb14a25ae0e51b97dbd56020cf209536dbcf6560eacbfd09b76
1788334818.684739113,EEG Signals,65535,2,1,UD2022081200650D,32,cc537e44ee70aa475135db1c85a9637b3e466f2c8b28af242262ea558d06111d
1788334818.687729836,EEG Signals,65535,2,1,UD2022081200650D,32,bef56189bc873709fc1cf237cae0432e7d6c2b9f08357ec7758090e0207791be
1788334818.692727804,EEG Signals,65535,2,1,UD2022081200650D,32,e023891b68a09e31b9975edd172751a554fa496242888e96ea4a2a3b32a0e8fc
1788334818.695737839,EEG Signals,65535,2,1,UD2022081200650D,32,547df5081db832f43b63f9fd3748f2543403ed9352e13b6214353dba6bd8d5d5
1788334818.699725151,EEG Signals,65535,2,1,UD2022081200650D,32,f28d557f949f846864bddfb80c63189d3150460a2639c788d8cc36388ceeadb5
1788334818.703742266,EEG Signals,65535,2,1,UD2022081200650D,32,ea14200cc7bc10202d44d341e4467d8e0a65eada87335b2254a4823a38ec5fe4
1788334818.707719088,EEG Signals,65535,2,1,UD2022081200650D,32,a4019d874df3b01a9a008fa8ed98e447f07d6b1dc0025a75d991e91da5e9a04a
1788334818.711728334,EEG Signals,65535,2,1,UD2022081200650D,32,902b4bcda9f1ef229b71ad38993d992519af8cdc7b6dbfa7e0d9ddd1af2793cb
1788334818.715723515,EEG Signals,65535,2,1,UD2022081200650D,32,37ec32e2873dd67eb3f8e30d1170056489a9502ebedf64a63b301039c57afb37
1788334818.718736649,EEG Signals,65535,2,1,UD2022081200650D,32,5a57818bf5a924adcea42a0fda9fadef7e39acc298ddd7fcf2ff9d60b672070d
1788334818.723716497,EEG Signals,65535,2,1,UD2022081200650D,32,7fa72cd81efdbdd13e799e7e56d4b3f48b8499fe757c3c273f92ef3c6432733c
1788334818.727732420,EEG Signals,65535,2,1,UD2022081200650D,32,d7fe885d0f5804aef1472cb3c135d0c5d0486b97aaf2c366c2202955258c58cf
1788334818.730720043,EEG Signals,65535,2,1,UD2022081200650D,32,b916ddd8c7f489a585f578d36a989a781707c6387f46a557ad813f6ae3fb85a7
1788334818.734725237,EEG Signals,65535,2,1,UD2022081200650D,32,0d1834507ed130652eeaed1c23212e2c2a984e8f23ebcf1f2205e3a91090b601
1788334818.738728523,EEG Signals,65535,2,1,UD2022081200650D,32,e364eeb4b69b12a5b39bd627be4c22fa09d19e140c4c95c559f15874c0923dfe
1788334818.742718458,EEG Signals,65535,2,1,UD2022081200650D,32,1d6dd5504e40dd95b6bccabf7c909e27fa326e192be5e728f343c6994553311d
1788334818.746711254,EEG Signals,65535,2,1,UD2022081200650D,32,9c48f8e926a9d257ca1850f7ebd0a6329eadaaffa0cd2ee6ccd2f1349b67b599
1788334818.750727177,EEG Signals,65535,2,1,UD2022081200650D,32,8ed909ee8098ac6a73467d54e3c6c2666a0dd302de6f585540d2ab254d12df34
1788334818.754725456,EEG Signals,65535,2,1,UD2022081200650D,32,421494bfe33ba61e8552b2812e52df1500a45c7b60b1700908e3810e9c9cae0b
1788334818.757722616,EEG Signals,65535,2,1,UD2022081200650D,32,dbc7543fdd4edd3000cc1a7b39f49b205af47817249e2ae9c9f4dbb5922375c7
1788334818.763742208,EEG Signals,65535,2,1,UD2022081200650D,32,5f0c58a92877e7f62a4525054a1627b7ff9ffaba2b0758e847706137b52ad030
1788334818.765727997,EEG Signals,65535,2,1,UD2022081200650D,32,793db66a38b8c2b6206279dffd4e3b39aeabbb9e1ee36483fab3d27d9fd63825
1788334818.769744396,EEG Signals,65535,2,1,UD2022081200650D,32,0ad6fccbca336d442f474212652ea7b72fb886b7062878f38656f041778fe4b5
1788334818.773729086,EEG Signals,65535,2,1,UD2022081200650D,32,abbf4f72eae29aacbdb5ee52537cdb261b16b40efd311c9499d59669ace30517
1788334818.777731657,EEG Signals,65535,2,1,UD2022081200650D,32,1c3f24556b60079f224e4206fea86b6082c5b6b27dddccfe9c0a9a5f5e25c33a
1788334818.781733036,EEG Signals,65535,2,1,UD2022081200650D,32,080e818a1525561a59fe3f71710a4ed146eaa28a6a04197d657b58d681f8564c
1788334818.785719156,EEG Signals,65535,2,1,UD2022081200650D,32,61f509be58acbc13f62f0f504a5a0c03ce2ec00ece8cc903d1fa0f02cc40441e
1788334818.789734125,EEG Signals,65535,2,1,UD2022081200650D,32,b47dd479373db9f441003faf9f9c0f8d71df2857b0c15b7ec867f83c1eee97cb
1788334818.793754101,EEG Signals,65535,2,1,UD2022081200650D,32,622bf2cf0b59073d75b327846a54820826264cb3ed6f493dee7e5b6e080ed8f2
1788334818.797737837,EEG Signals,65535,2,1,UD2022081200650D,32,3db5e35692da1784cd7f9c5df84cfcafd3cc5f26851c2168473764cb0b3e01a9
1788334818.802733898,EEG Signals,65535,2,1,UD2022081200650D,32,cb22b359f35eede1b50aeae457fa9736d19ede4e70b26c51b7a2dcc4c55baeff
1788334818.804734468,EEG Signals,65535,2,1,UD2022081200650D,32,fc719d26c6524162242fb2cfa1372bee0ea9ca3eac5f954ed76bb682747fd916
1788334818.808739424,EEG Signals,65535,2,1,UD2022081200650D,32,373e3f691de28289b8c209019e543221cba5816abe70a72844f49a97459e82e0
1788334818.812752485,EEG Signals,65535,2,1,UD2022081200650D,32,bff0a36a8f6d6c7a2653c2274e5ca00129c75bb7ff4736a88e30bbc6afedfb3e
1788334818.816756010,EEG Signals,65535,2,1,UD2022081200650D,32,1e39dba2d206834577e35ecb50678721f505a54a586183e4e88877262f1a61c7
1788334818.820727348,EEG Signals,65535,2,1,UD2022081200650D,32,f3bce0c07506524dcf744fc834bc9ff0e2db730a5449102261e30df25aa8fe27
1788334818.824740171,EEG Signals,65535,2,1,UD2022081200650D,32,0de00baee83099d53be144c07b23f51d2fea8a44edc2b651432506cb2ae78ce2
1788334818.828734159,EEG Signals,65535,2,1,UD2022081200650D,32,e0ba5ede8e6ee72ae8545c37701aec26a75552d2e6c5c426d1f4f78efa5becae
1788334818.832735538,EEG Signals,65535,2,1,UD2022081200650D,32,d8458d20fa4f2822b8704adc1d4facb41d2d3e7bd7eb8539c18d8ff68a86614c
1788334818.836733103,EEG Signals,65535,2,1,UD2022081200650D,32,61443bb37374b20dc89c3f43f389674b6037713fef08795cf165b53b900830a3
1788334818.841734409,EEG Signals,65535,2,1,UD2022081200650D,32,75fe34f05c8cc5992021032d7a829de7e2d6e2114d7cad3d421a547c3d03416c
1788334818.843736649,EEG Signals,65535,2,1,UD2022081200650D,32,f5b58034c15f9c7217c2a7b82709170aa8c40859ab29aac7a25ca52fab1939f5
1788334818.847736359,EEG Signals,65535,2,1,UD2022081200650D,32,ec6c4bd07094d30abd3ac16c69cb26421403349d3a471ab76e765c4340143526
1788334818.851741552,EEG Signals,65535,2,1,UD2022081200650D,32,f2d8703a544fc071304cf20b4b0dec014e934f3a6561515d92f4c56c182cf6fc
1788334818.855738401,EEG Signals,65535,2,1,UD2022081200650D,32,fd5aaeec0c450d13e2badfc7ac65c6431fe3c8adcc132e84fe41fecbc7b195ea
1788334818.859773636,EEG Signals,65535,2,1,UD2022081200650D,32,355c824b6fefb04db3a0a23bfcc0b92ea2194b7efe0c00798fb9f05d5796a7ec
1788334818.863737345,EEG Signals,65535,2,1,UD2022081200650D,32,98428120aff5d8e0f459176db449b07b88c69c109d25f14552f6afa3a2ec6906
1788334818.867735386,EEG Signals,65535,2,1,UD2022081200650D,32,2a9f81871360e7195db8af1794e59d87367962867c659f8d84ae2680a9d11a28
1788334818.871728897,EEG Signals,65535,2,1,UD2022081200650D,32,3d8abb44829a4284573d3b31b671aff4fa98f012eff6ba446daa6e06e187876c
1788334818.875781536,EEG Signals,65535,2,1,UD2022081200650D,32,1f622f12c47081e460487315fdc395f8bc2b26e269cf2de9e93081a503a25192
1788334818.880737782,EEG Signals,65535,2,1,UD2022081200650D,32,59fe8d11835a93da0f0a68177aa7bd16efa24273687ec0437670114cb90b7bda
1788334818.882745504,EEG Signals,65535,2,1,UD2022081200650D,32,3bb79debb2ecd705a24c598a606d0e2f7c171117553d6e94bfebbb66373e9af1
1788334818.886727333,EEG Signals,65535,2,1,UD2022081200650D,32,7557d833664cd3f96516d479d97dac404d9d513ac393669aa6e1ea2bf45c519a
1788334818.890763998,EEG Signals,65535,2,1,UD2022081200650D,32,971e7ee551200e5cd3926f3e215f8dce8d32fc8cc852c23ba08519f49ec357b6
1788334818.894744396,EEG Signals,65535,2,1,UD2022081200650D,32,11dcbace7f3ec8baa37b03521e502b5f026afdfe503cdf0164233126aada237f
1788334818.898737669,EEG Signals,65535,2,1,UD2022081200650D,32,46abea4f9d9c6e46eaf52db6c324453dc9d122ba88dc5d295ad36386e077872f
1788334818.902727842,EEG Signals,65535,2,1,UD2022081200650D,32,a7c97a57b5bf7bb9b1f4504ad9ce7f4e3e52e96969801e382073bd691a46a2e8
1788334818.906737804,EEG Signals,65535,2,1,UD2022081200650D,32,3af4f148f1ed5a06932a12f5349f03544aec7204b1a58c759a221ee1121f65fb
1788334818.910724163,EEG Signals,65535,2,1,UD2022081200650D,32,d89c19a9d46f0bc340ae933e922ea428a4e6b5ea23fa3a4ec1f2317bf4a5a937
1788334818.914738894,EEG Signals,65535,2,1,UD2022081200650D,32,789ec9c7dee3ca20d56fdfccc653008dab778f29ed543eb631f0c88aa7ee5b1b
1788334818.918732405,EEG Signals,65535,2,1,UD2022081200650D,32,a6a7f9b7564e79b52776a24a6a4d862009d0f9807d18e3818eac51cedb628650
1788334818.921750069,EEG Signals,65535,2,1,UD2022081200650D,32,cb6e99dbdaf7f0ac9405e608ff8af4055ec708d312b057e0d7c9dfb7c6d32aea
1788334818.925740242,EEG Signals,65535,2,1,UD2022081200650D,32,9efe9fd914ad9fef9d8e3e3d7339bd685fced6cd39c186d7101305243d62618d
