session,chunk,elapsed_min,t_start_s,t_end_s,task_minutes,channel,row,in_core,in_inner,marked_bad,p2p_median_uv,p2p_p99_over_median,pct_windows_over_common,hf_20_45_uv_rms,rms_1_20_uv,hf_over_lf,pops_per_min,n_windows,rail_pct,wander_uv,wander_rate_uv_per_s,drift_uv_per_min,gaps_per_min,lost_samples,has_gap
gng_flex,1,4.471325728258914,238.02636541769607,298.53272197337355,1.0083333333333333,FT10,,False,False,False,29.90318400737784,6.3410003175995175,2.479338842975207,3.0767050383342727,9.411919126916247,0.3268945468874141,0.9917355371900827,121,0.09039256198347108,39.92427501678461,10.178250312804359,-22.721550581423195,0.0,0,False
gng_flex,1,4.471325728258914,238.02636541769607,298.53272197337355,1.0083333333333333,F4,F,True,True,False,25.920034576928607,3.7951734366139767,0.0,2.692082394860526,8.893765420916765,0.30269320894490465,0.0,121,0.05165289256198347,31.03691163063091,7.584314346313498,-11.3358572234145,0.0,0,False
gng_flex,1,4.471325728258914,238.02636541769607,298.53272197337355,1.0083333333333333,F8,,False,False,False,24.163703761778116,2.2937732243824063,0.0,2.7507104056047207,10.443690192802336,0.26338491039311723,0.0,121,0.10330578512396695,46.92096996307427,8.042284011839968,-41.02192147095351,0.0,0,False
gng_flex,1,4.471325728258914,238.02636541769607,298.53272197337355,1.0083333333333333,Fp2,,False,False,False,22.591846917744075,5.26197547094968,1.6528925619834711,3.6355291415713857,24.868531009999142,0.14618994343130326,0.0,121,1.5883264462809916,737.8334370136263,11.83779048919655,-912.3114841909312,0.0,0,False
gng_flex,1,4.471325728258914,238.02636541769607,298.53272197337355,1.0083333333333333,Oz,,False,False,False,38.21898198464196,2.007450424803381,0.0,3.9002358954841587,7.844044897179312,0.49722253589938886,0.0,121,0.05165289256198347,15.806979560851971,6.364966392516834,-1.2948785821788245,0.0,0,False
gng_flex,1,4.471325728258914,238.02636541769607,298.53272197337355,1.0083333333333333,Fz,F,True,True,False,22.17929472401335,3.7429451646661698,0.0,2.00534142953404,7.4300991664295974,0.26989430216416227,0.0,121,0.012913223140495868,15.493634843825998,2.9643192291261187,-3.8819620616191433,0.0,0,False
gng_flex,1,4.471325728258914,238.02636541769607,298.53272197337355,1.0083333333333333,O2,,False,False,False,24.855132229785212,2.398703369446675,0.0,3.4269885099658244,6.120949528150013,0.559878576715138,0.0,121,0.012913223140495868,9.971719551085876,3.398552894592168,2.015700664365668,0.0,0,False
gng_flex,1,4.471325728258914,238.02636541769607,298.53272197337355,1.0083333333333333,PO10,,False,False,True,32.62004116206545,6.550568598438496,4.958677685950414,3.046783210824691,8.509854690286963,0.3580299924865051,0.9917355371900827,121,0.025826446280991736,31.7929539680478,7.068597793579677,-6.636249844612042,0.0,0,False
gng_flex,1,4.471325728258914,238.02636541769607,298.53272197337355,1.0083333333333333,P4,P,True,True,False,18.49111449834173,3.8933698076149357,0.0,2.3877028793227915,4.979512663692432,0.4795053332693506,0.0,121,0.0,13.642167282103665,3.6420040130628735,1.462522108930013,0.0,0,False
gng_flex,1,4.471325728258914,238.02636541769607,298.53272197337355,1.0083333333333333,P8,,False,False,False,22.82540590247152,3.153542112971149,0.0,3.324160521743805,5.56443186531928,0.5973944154949355,0.0,121,0.09039256198347108,16.901759481429444,4.183652877807589,-13.166348321952723,0.0,0,False
gng_flex,1,4.471325728258914,238.02636541769607,298.53272197337355,1.0083333333333333,CP2,,False,True,False,32.22720501362676,1.5228917310621803,0.0,2.934525197501398,3.357741521636435,0.8739580395310544,0.0,121,0.025826446280991736,11.607222318649242,2.948347568512556,-0.9143844931428537,0.0,0,False
gng_flex,1,4.471325728258914,238.02636541769607,298.53272197337355,1.0083333333333333,CP6,,False,False,False,20.062818504050355,1.5562353909224251,0.0,3.045800013767961,4.3899790601062465,0.6938074127611548,0.0,121,0.038739669421487606,12.762211894989193,3.7949104309082387,-10.17952277551738,0.0,0,False
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,C3,C,True,True,False,14.068133848236796,1.7739122605354973,0.0,1.4630119202047305,1.9284738820665415,0.7586371450553302,0.0,121,0.038739669421487606,6.789348125457286,1.3326826095582218,-2.2991866206099423,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,T7,,False,False,False,16.487033089238246,1.8877256404977094,0.0,1.8629282939320557,4.072526133246143,0.4574380207714337,0.0,121,0.025826446280991736,11.498456954955001,3.157462596892791,1.6222601404269987,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,FC1,,False,True,False,21.53245022760633,3.196511205391504,0.0,2.512586555003411,2.7392294322119506,0.9172603526585491,0.0,121,0.06456611570247935,10.859269714355364,2.431420326232463,1.8041947695322709,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,FC5,,False,False,False,14.92997347510644,1.6088457181954237,0.0,1.9156435838422228,3.346874629656938,0.5723678941743272,0.0,121,0.025826446280991736,14.853688812255598,2.683190822601347,8.208201504884155,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,FT9,,False,False,False,24.425165835734052,3.4444664882800873,0.0,2.262355128841186,6.683260596447495,0.3385106859432875,0.0,121,0.012913223140495868,26.66976089477463,7.700638771056361,10.326770779864262,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,F3,F,True,True,False,18.501847243336464,2.749131202081477,0.0,2.099894028064403,4.316013529315987,0.48653555272733345,0.0,121,0.025826446280991736,17.115786361694596,2.4451675415036895,8.075888820631896,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,F7,,False,False,False,17.53159444793947,2.5406562049497685,0.0,2.240207914834788,6.428858648060177,0.34846121799718544,0.0,121,0.05165289256198347,25.065528106689314,4.4623510837554505,10.959561735577246,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,Fp1,,False,False,False,20.73387867130328,2.1759863843434855,0.0,2.9907951959864656,10.54087401687726,0.28373313173061626,0.0,121,0.14204545454545456,180.81161174774206,5.302405357360726,-73.36664637444824,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,Pz,P,True,True,False,18.093860424725698,4.295552642107967,0.8264462809917356,2.1155858186588232,3.092074774363086,0.6841962025625973,0.0,121,0.0,18.853698730469205,1.8070242404935772,0.30358651764646993,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,Cz,C,True,True,False,17.219000175474918,1.589677053982975,0.0,1.5386254935677028,1.8697264317548346,0.8229147684047144,0.0,121,0.025826446280991736,5.390234756470502,1.489072799683406,-0.9754727977345264,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,O1,,False,False,True,35.188871031790995,1.624936820464769,0.0,5.396887791447668,5.094079303715911,1.0594432221561354,0.0,121,0.2066115702479339,13.610349273682061,2.155286312103101,6.687882454891516,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,PO9,,False,False,True,36.92292328290065,2.0113805186947915,0.0,3.155061119401323,5.931688255626736,0.5318993486227914,0.0,121,0.0,17.07976036071703,4.513278961181605,8.219810853476897,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,P3,P,True,True,False,19.238210858702857,1.5645878352316138,0.0,2.774293454076845,3.1980154070462765,0.8675047180711409,0.0,121,0.012913223140495868,9.416548156737534,2.3906378746031134,-5.678853579684992,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,P7,,False,False,False,25.180582119039794,1.5564584203577276,0.0,3.1527524340680855,4.082783868039944,0.7722065472894243,0.0,121,0.012913223140495868,7.707761225569653,2.209537744521672,-2.314133900588703,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,CP1,,False,True,False,15.715130772654092,1.4884537344096895,0.0,2.030610884629779,2.2478995686090015,0.9033370142449555,0.0,121,0.012913223140495868,5.70637855529818,1.6810474395749058,-2.1580629897667007,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,CP5,,False,False,False,15.490895240313865,1.4485889958509524,0.0,2.0742807707659376,2.822073775089985,0.7350200370646925,0.0,121,0.012913223140495868,6.844602584838664,1.6535279750827634,-3.9419841128283637,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,C4,C,True,True,False,15.385648290367993,1.8800331126711793,0.0,1.856768371007143,2.7662354783821206,0.6712257092780494,0.0,121,0.025826446280991736,10.740483856201669,2.7152891159063053,-0.91068851378048,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,T8,,False,False,False,25.341420540990093,1.7512009209466008,0.0,2.9177626581365015,5.165652639209813,0.5648391136464085,0.0,121,0.09039256198347108,16.695648956299436,4.019350528717766,-3.168803699489379,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,FC2,,False,True,False,14.825692039853475,4.969928895186305,0.0,1.8000020836661956,2.8306343289914833,0.6359006054687085,0.0,121,0.0,10.36933686492709,1.7236614227299132,4.243033760647764,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,FC6,,False,False,False,19.741879509949506,3.2253291221416056,0.0,2.5840003139577843,4.765337434818375,0.5422491794762632,0.0,121,0.025826446280991736,32.2138631820669,6.287236213684668,8.561580456267528,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,FT10,,False,False,False,24.496082453409002,3.1184371219609455,0.0,2.655884462298477,6.02958005444762,0.44047586039419245,0.0,121,0.05165289256198347,14.49856433868382,5.228538513184006,-1.1312427720728715,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,F4,F,True,True,False,18.6055426524198,2.3564592425902426,0.0,2.7150093865028366,4.716468430754458,0.5756445582884008,0.0,121,0.038739669421487606,15.518369674683193,3.260911941528793,-3.4351659601604805,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,F8,,False,False,False,18.85936165822041,1.8373071810819805,0.0,2.460860561205477,7.192591088890124,0.34213825460015246,0.0,121,0.07747933884297521,27.281110954284372,5.031159400939671,-7.3777984064135245,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,Fp2,,False,False,False,15.882094283522907,1.8851550407293127,0.0,3.4196035799052806,10.668635361723515,0.3205286771890238,0.0,121,0.2066115702479339,152.40594711303743,8.172277450561523,-132.1985900729457,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,Oz,,False,False,False,40.24101194761164,1.7103569267195144,0.0,3.9767856798407233,6.285357409400997,0.6327063714614944,0.0,121,0.0,21.438664627074758,4.989354610442788,-2.103894566659395,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,Fz,F,True,True,False,16.39674727561917,2.9282040664292657,0.0,1.8442962086640813,3.725936537722038,0.49498862634725566,0.0,121,0.025826446280991736,6.895170211792639,2.124128341675167,-1.62717940693458,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,O2,,False,False,False,25.138597202547047,2.226533190825759,0.0,3.4922153005853236,4.559860199754688,0.765860168426479,0.0,121,0.0,9.50622787475519,2.2013339996339276,5.418533656121843,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,PO10,,False,False,True,23.185641990970126,2.5268194911465374,0.0,2.9329676420589292,4.698143406247949,0.6242822724735149,0.0,121,0.0,19.25508117675806,4.552336692810243,-7.131311300680818,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,P4,P,True,True,False,16.50852541550281,1.945378998193721,0.0,2.3584489223902954,3.180188386613176,0.7416066709500775,0.0,121,0.0,8.498498153685357,2.4855365753168925,-3.985562366502568,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,P8,,False,False,False,23.089733176125204,1.5911948088247423,0.0,4.032715679278704,4.316214020781257,0.9343178210956188,0.0,121,0.06456611570247935,9.907711982727026,2.1925806999201924,2.6089174652288603,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,CP2,,False,True,False,19.426425208801017,2.055069968308336,0.0,2.847614337437259,2.458502409423155,1.158271932751696,0.0,121,0.09039256198347108,11.971850235964322,2.059966564178289,-5.304265834000828,1.0051040439733019,7,True
gng_flex,2,5.471434680683887,298.0327462427085,358.539415439358,0.994921875,CP6,,False,False,False,20.04570995362993,1.7082390238390288,0.0,3.344482893162202,3.629128721088699,0.9215663455880103,0.0,121,0.025826446280991736,11.623675537110119,3.061231613159208,-3.4350365193274737,1.0051040439733019,7,True
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,C3,C,True,True,False,14.03852478420307,2.1113018203808207,0.0,1.5556462203974801,2.4333845923558304,0.6392931989806896,0.0,121,0.0,6.927304220197982,2.243159770967104,1.2675607094833774,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,T7,,False,False,False,17.69099416985549,2.5120225058118915,0.0,2.0185290136908294,5.18926880131376,0.38898139429196676,0.0,121,0.0,26.256479978559867,5.835191726684473,1.8497316674632933,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,FC1,,False,True,False,31.762819454686113,1.7335224115151975,0.0,3.10873061970287,3.221861861686595,0.9648863772438392,0.0,121,0.1678719008264463,13.449881553649542,2.8311505317691443,-1.9768557371302669,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,FC5,,False,False,False,15.684271991431189,2.2008573065781656,0.0,2.000355079730231,4.484446540018638,0.44606509674701517,0.0,121,0.0,19.791434812545475,4.336696624755888,0.26045954021014717,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,FT9,,False,False,False,27.717177882196378,6.4940461084971774,3.3057851239669422,2.663058312747777,10.133395450284882,0.2628001962237554,0.9917355371900827,121,0.012913223140495868,52.2966093540164,8.942903518676403,-2.2474149417458538,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,F3,F,True,True,False,18.508090065711446,3.21496812732487,0.0,2.2942049986356774,7.289604338504831,0.31472284257148603,0.0,121,0.025826446280991736,17.279261922836533,3.5981140136722374,-11.54631324532864,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,F7,,False,False,False,20.51498217583427,2.3176465800534505,0.0,2.7280795561959796,10.010933034060098,0.2725100194871209,0.0,121,0.038739669421487606,43.46308722495934,8.594478607177962,-13.944785718124251,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,Fp1,,False,False,False,23.548645069226552,2.375289132981265,0.0,3.6515994194871473,22.79418132331567,0.16019875281732562,0.0,121,0.9039256198347106,661.7039646148686,9.526694297790414,-898.3945863547893,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,Pz,P,True,True,False,18.932548616576256,1.5911387302350377,0.0,2.0643852793638326,3.825551598689921,0.5396307502611627,0.0,121,0.0,6.8493056297302966,2.221441745759205,0.9366597579256719,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,Cz,C,True,True,False,18.461328360967748,2.01315143342987,0.0,1.4828523208608986,2.390108690471662,0.6204120870203077,0.0,121,0.0,6.117270040511668,1.713098526001808,1.8615808082535554,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,O1,,False,False,True,35.7479811364044,2.042383970897295,0.0,5.198131020463455,6.039461311651591,0.8606944812172229,0.0,121,0.10330578512396695,16.817691326141187,2.512397766113338,15.466302793286511,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,PO9,,False,False,True,38.51392992228881,12.049248792402485,5.785123966942149,3.5096506878143883,9.630080876741717,0.3644466472021841,0.9917355371900827,121,0.2066115702479339,26.74809107780456,4.048631668090593,13.087353497592394,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,P3,P,True,True,False,18.661306577806197,1.6029092350611178,0.0,2.650102042345326,3.4856204892605387,0.7602956347400674,0.0,121,0.0,7.6754028320313346,2.846870422363434,0.5430926397532515,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,P7,,False,False,False,25.127072536281606,1.8353767218861852,0.0,3.1860890785377913,4.828652070137088,0.6598299136610472,0.0,121,0.0,9.07805495262059,2.8507294654843527,-0.5665341988662165,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,CP1,,False,True,False,16.556496420398204,1.7770857910987297,0.0,2.0735702737067836,2.504791226757388,0.8278415588316925,0.0,121,0.0,4.391393899916622,1.671236991882214,0.5393794550734503,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,CP5,,False,False,False,14.77812327873686,1.6824547335776954,0.0,2.029208489496469,3.284821165800734,0.6177531095522556,0.0,121,0.0,10.48967361450109,2.450184345245095,0.9764270645978428,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,C4,C,True,True,False,17.098650210560905,4.1725259849841345,0.0,1.94298995090377,3.6491894594729266,0.5324442516570261,0.0,121,0.0,21.62839365005489,5.729417324065228,3.1499880507584486,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,T8,,False,False,False,27.15820986753761,2.3820366561141295,0.0,3.0349255547943654,6.210221408766372,0.48869844648537863,0.0,121,0.07747933884297521,25.545378351211696,5.9307975769042685,-12.402836624745389,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,FC2,,False,True,False,15.450362695022347,3.472923212120022,0.0,1.951260588624769,3.1318819710021373,0.6230313296258754,0.0,121,0.012913223140495868,16.3811320781712,4.028210163116653,-1.1482877383663896,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,FC6,,False,False,False,22.108177838804785,2.9613144455909253,0.0,2.6887958840923014,5.972637574236828,0.45018567603875925,0.0,121,0.025826446280991736,33.16086773872494,7.817615509033985,-8.043391349679059,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,FT10,,False,False,False,29.82963663344119,2.9968121998359156,0.0,3.037109714226773,8.770161360521096,0.3463003232640998,0.0,121,0.11621900826446281,44.73915324211121,8.120217323303144,-33.93706697166603,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,F4,F,True,True,False,21.046244220203928,2.7732035003747595,0.0,2.827604829867145,8.225263677188277,0.34377072162551425,0.0,121,0.05165289256198347,33.34310173988344,5.428499221800806,-24.679744840643927,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,F8,,False,False,False,21.32019502491263,1.6592489475671381,0.0,2.890993726960418,11.153091616412503,0.25921007612867913,0.0,121,0.1678719008264463,86.58323588371347,12.676210403441804,-69.10012673839853,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,Fp2,,False,False,False,17.14991567971709,2.6287047465066173,0.0,3.8502537043283422,21.040143680947086,0.18299559939863633,0.0,121,0.8910123966942148,549.4269661903384,13.066713333129485,-726.6470508358882,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,Oz,,False,False,False,40.31286861989491,2.410512012321718,0.0,3.8808767615023076,7.373627571640508,0.5263185214870946,0.0,121,0.0,16.720790576934775,4.8409595489501385,-0.33094769106978006,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,Fz,F,True,True,False,17.483057114777413,3.430414890612387,0.0,1.9510909845218427,6.595444743888431,0.2958240210153821,0.0,121,0.025826446280991736,16.80422830581561,2.8922972679133423,-17.267213926247,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,O2,,False,False,False,24.409337342452286,2.174642524526503,0.0,3.3435782937471044,5.575522182323563,0.5996888155781114,0.0,121,0.0,8.802918577193733,2.944640636444671,-0.03935111529342196,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,PO10,,False,False,True,27.202812003895538,10.409200899600311,4.132231404958678,3.1349576167060094,7.86861251504375,0.3984130125498471,0.9917355371900827,121,0.07747933884297521,29.775937080383144,5.540286064147409,-24.637845027663282,0.0,0,False
gng_flex,3,6.471551128710416,358.03995942894835,418.5461760163016,1.0083333333333333,P4,P,True,True,False,17.330746853329533,2.370508689154877,0.0,2.4122445044956864,4.042293456828449,0.5967514556422913,0.0,121,0.0,6.933043622969738,2.639469146728228,0.8574105909692391,0.0,0,False
