session,state,pair,elapsed_min,duration_s,channel,in_core,p2p_median_uv,p2p_p99_over_median,pct_windows_over_common,hf_20_45_uv_rms,rail_pct,wander_uv,wander_rate_uv_per_s,delta_db,delta_rel_pct,theta_db,theta_rel_pct,alpha_db,alpha_rel_pct,beta_db,beta_rel_pct
gng_flex,closed,1,0.4065283333333333,41.510999999999996,C3,True,12.060945314334377,2.3235910761379555,0.0,1.7278464216244105,0.0,9.94633188247796,2.213127136230227,2.2322498498340746,34.67592115550902,0.15012292252807552,21.46917292521724,-1.8456220008471078,13.559410902550132,1.0921291237238282,26.669565129092476
gng_flex,closed,1,0.4065283333333333,41.510999999999996,T7,False,15.899579491501498,1.583682774205249,0.0,2.0051617346749735,0.0,11.625769424437705,1.0738334655770743,5.469040765560019,38.59733660647291,3.1460347954603343,22.607718680163455,0.1773324379563121,11.412650157253418,3.290216381204031,23.37087103810248
gng_flex,closed,1,0.4065283333333333,41.510999999999996,FC1,False,13.94723978646927,1.6070388517783196,0.0,1.932238130773701,0.0,5.4235521316526984,1.3647851943969869,3.0491435305021226,32.793947095567276,0.9609031741445015,20.27541051362193,-0.7348818154077984,13.721170379542277,2.540437323889533,29.169102800185946
gng_flex,closed,1,0.4065283333333333,41.510999999999996,FC5,False,14.294421285758924,1.411547635731052,0.0,2.1856275396255356,0.0,4.948944473266579,1.615907669067127,2.9002733385752815,32.86833997219676,0.8420151536332059,20.46218241345905,-1.3825880243251607,12.260032858216396,2.5454415001599577,30.289673123377405
gng_flex,closed,1,0.4065283333333333,41.510999999999996,FT9,False,24.140529725936332,1.654030727779504,0.0,2.9256466159943497,0.0,11.507116222381285,3.213254928588924,8.953176440034131,42.07973271468882,5.422228843741994,18.662860633345485,2.8992729613384958,10.439570336762898,6.542018732540425,24.15222811078139
gng_flex,closed,1,0.4065283333333333,41.510999999999996,F3,True,17.062149175106907,3.275047994206124,0.0,1.933407054609943,0.0,13.598506736755928,3.127778053283741,7.638375899823172,53.21356666129032,3.3206878549525514,19.690355816970033,-0.23307464376888912,8.687149876352986,2.2349306196388707,15.334790270855533
gng_flex,closed,1,0.4065283333333333,41.510999999999996,F7,False,17.96286555349443,1.875536826733048,0.0,3.1652605492260992,0.0,9.607398796081561,2.84475994110106,5.082064430039649,34.06831314206722,2.9655582477288323,20.926664526004306,0.8978459123045259,12.999563766005402,4.109870130161426,27.23523961020085
gng_flex,closed,1,0.4065283333333333,41.510999999999996,Fp1,False,18.73858268477942,2.515011183415227,0.0,3.357642409806825,0.0,14.808844375609624,5.293379783631281,8.087185091383368,54.87122081784733,2.1204868284962712,13.889122122554074,0.08063596721500596,8.6833980644032,3.77055249383307,20.308664405576877
gng_flex,closed,1,0.4065283333333333,41.510999999999996,Pz,True,13.760130255606315,2.2493789539821067,0.0,2.137206161041354,0.0,8.86523647308372,1.3887195587155645,2.8607730750821387,28.02130552889281,1.596558197870007,20.944349565529293,0.2566438119330266,15.3842184871602,3.4653367862057354,32.20658940349697
gng_flex,closed,1,0.4065283333333333,41.510999999999996,Cz,True,12.21180683007022,2.814745122634759,0.0,1.7089039533177492,0.0,5.395862007142902,1.537945747376014,5.6009208554623555,52.22152783683285,1.0978843698176306,18.51594683811428,-2.496205673653295,8.093510245918374,0.7431522904051677,17.063680753589157
gng_flex,closed,1,0.4065283333333333,41.510999999999996,O1,False,35.26672201761154,2.882175792967242,0.0,5.802932201921329,0.35761340109166195,17.871563911438173,3.0379886627196235,9.724523840638566,21.953262132208874,5.697799177374474,8.686135437905412,8.439983947233342,16.332214449255762,13.368326749589006,50.80182966564769
gng_flex,closed,1,0.4065283333333333,41.510999999999996,PO9,False,34.49264749230743,1.7787845030075917,0.0,3.20721885235229,0.0,19.78300399780251,3.3965139389037518,8.215929195812155,24.83509868189074,6.855946019714658,18.157981629598996,6.956423892261552,18.58298000675403,9.701914177332053,34.96748426696812
gng_flex,closed,1,0.4065283333333333,41.510999999999996,P3,True,18.243397318945053,1.5000259867975043,0.0,2.5916860107626127,0.018821757952192736,9.894704055785041,2.2989015579220897,4.890875119190551,29.896345958514864,2.132284444345825,15.840140996268426,1.9906818016998309,15.331998876155312,5.69657992754003,35.99055893617324
gng_flex,closed,1,0.4065283333333333,41.510999999999996,P7,False,22.348251604563398,1.3147286099446034,0.0,2.825019751171844,0.0,9.622100448607092,2.0998363494874503,3.914422703149159,20.253220905012395,3.35695317334807,17.813413395002815,3.198357676030528,17.174638197455497,7.024770133288466,41.45041114574034
gng_flex,closed,1,0.4065283333333333,41.510999999999996,CP1,False,13.444129531947949,4.083961530621095,0.0,1.7512740430512443,0.0,9.469412994384127,1.5379915237415585,5.242775713922691,46.51855272201653,1.111203389633368,17.96672672195742,-1.3719688112106818,10.142657072411126,2.0681040241024045,22.395410410443887
gng_flex,closed,1,0.4065283333333333,41.510999999999996,CP5,False,14.486163764531012,1.6044589100572535,0.0,1.9853219019080166,0.0,4.93481369018512,1.1476020812987322,2.7416019512455763,29.410073947394803,0.7987414797650958,18.802260669516688,0.4016256927015622,17.15925746471676,3.0456958596199595,31.54318240207167
gng_flex,closed,1,0.4065283333333333,41.510999999999996,C4,True,14.052753999130141,1.4056379285358107,0.0,1.8837249259324422,0.0,12.662772655488059,1.7292642593384642,2.876608585808303,33.56310672034287,0.7050972335143263,20.356870722131575,-1.6363367981452612,11.873195408533272,2.3081108149540026,29.445055467979735
gng_flex,closed,1,0.4065283333333333,41.510999999999996,T8,False,21.51604202955894,2.2492619438467774,0.0,2.43817333525874,0.0,10.441209793091152,2.735250473022866,7.680808775555104,37.60193872164737,4.846246149059279,19.57735313556569,3.162991780121558,13.28704903639265,6.07707886532697,25.99185324952331
gng_flex,closed,1,0.4065283333333333,41.510999999999996,FC2,False,13.236492250138728,1.4849221264839239,0.0,1.8770847127965893,0.0,4.439677333832414,1.420394897461449,1.683591403003647,28.431098422177914,0.2462900784749466,20.420365272235806,-1.2024166021872973,14.628265640346724,2.2390655507798662,32.310304695269984
gng_flex,closed,1,0.4065283333333333,41.510999999999996,FC6,False,15.341852365345419,1.482441339032156,0.0,2.0916580830904077,0.0,11.07489948272752,1.6755599975587963,3.5755358866039844,30.661272456103976,1.8944241460354452,20.819917307343363,0.0005516104423920771,13.461447032139876,3.614814884656417,30.939840756311344
gng_flex,closed,1,0.4065283333333333,41.510999999999996,FT10,False,24.28186491488493,1.9991526478279662,0.0,2.8371486325988218,0.0,13.94192199707048,3.9244747161866087,9.018528285309035,43.45134977692438,5.108675348012055,17.66110929816194,2.662151215201563,10.054617759984927,6.715578769895147,25.568680739051718
gng_flex,closed,1,0.4065283333333333,41.510999999999996,F4,True,15.786049230473132,3.5289563411425084,0.0,2.061459811821876,0.0,13.086908054352651,2.285097122192866,5.415611828097577,40.1747305302557,3.0777421206426574,23.45125028263107,0.0009260567190654966,11.547404927946337,2.689751803377339,21.447020651296196
gng_flex,closed,1,0.4065283333333333,41.510999999999996,F8,False,17.636010887786306,1.4867185879233717,0.0,3.0995871770573955,0.03764351590438547,14.473385524749574,2.892626762389739,3.5715161733634626,26.813456493144972,2.5933328355379337,21.405948105594657,1.0737953181932332,15.08622972029886,4.410287079745766,32.525942705404105
gng_flex,closed,1,0.4065283333333333,41.510999999999996,Fp2,False,13.828784174979585,2.1356872342030124,0.0,3.044494293947695,0.018821757952192736,22.895495891571045,5.793254852295831,2.7736721972698124,36.67091277035442,-0.5627360194761767,17.009082921005156,-1.7189293588233134,13.033515250508609,1.904580165004155,30.02012642195302
gng_flex,closed,1,0.4065283333333333,41.510999999999996,Oz,False,40.5485126659248,2.4927386339716033,0.0,4.383242032186718,0.07528703180877094,24.502641296386173,4.673793792724567,14.233258089561016,43.9990277674528,9.944734958763869,16.390445839153163,8.625394540591754,12.096416314017617,11.673976151493548,24.40702726610543
gng_flex,closed,1,0.4065283333333333,41.510999999999996,Fz,True,14.319412964421389,2.4405309142296607,0.0,1.5245547210500907,0.0,7.927595615387366,1.346800804138466,4.361904991637756,37.83968687599618,2.6783812249603756,25.680008153277527,-0.9251417914785075,11.200640434585168,1.858881417253575,21.264010424728202
gng_flex,closed,1,0.4065283333333333,41.510999999999996,O2,False,21.223635306018124,1.8004224564862052,0.0,3.0583937837059016,0.0,11.34681406021056,2.060112953185346,5.034847864356259,23.26760967565017,4.010207502294289,18.377555098555796,2.7049145647854127,13.606876397512538,7.568785070089502,41.700905967220756
gng_flex,closed,1,0.4065283333333333,41.510999999999996,PO10,False,19.03786559690078,1.714428582997553,0.0,2.5938386981239456,0.0,13.139376735686547,3.544213294982402,5.909518183788961,32.51245571817477,2.8285871123706414,15.993984343661621,1.980314676876613,13.156168374427486,6.234532907039695,35.0389631252524
