session,device,channel,region,quarter,start_min,p2p_median_uv,pct_windows_over_common,pops_per_min
oddball_flex,flex,O1,occipital,4,15.544474179275857,36.79104142066734,0.0,0.0
oddball_flex,flex,PO9,occipital,4,15.544474179275857,39.830594345675465,9.15032679738562,1.8211365734042304
oddball_flex,flex,P3,parietal,4,15.544474179275857,19.131153926040934,0.0,0.0
oddball_flex,flex,P7,parietal,4,15.544474179275857,26.59181167385469,0.0,0.0
oddball_flex,flex,CP1,centro-parietal,4,15.544474179275857,26.34318546958633,0.2178649237472767,0.0
oddball_flex,flex,CP5,centro-parietal,4,15.544474179275857,16.623721391766384,0.0,0.0
oddball_flex,flex,C4,central,4,15.544474179275857,16.81203649587185,0.0,0.0
oddball_flex,flex,T8,central,4,15.544474179275857,25.96419219474653,0.0,0.0
oddball_flex,flex,FC2,fronto-central,4,15.544474179275857,16.604581776009294,0.0,0.0
oddball_flex,flex,FC6,fronto-central,4,15.544474179275857,24.880192688076313,0.2178649237472767,0.0
oddball_flex,flex,FT10,fronto-central,4,15.544474179275857,45.72202070729904,3.485838779956427,0.7804871028875273
oddball_flex,flex,F4,frontal,4,15.544474179275857,25.569055335597227,0.2178649237472767,0.0
oddball_flex,flex,F8,frontal,4,15.544474179275857,22.45792567564589,0.0,0.0
oddball_flex,flex,Fp2,prefrontal,4,15.544474179275857,17.760953185450944,0.0,0.0
oddball_flex,flex,Oz,occipital,4,15.544474179275857,32.2003378909193,1.9607843137254901,0.0
oddball_flex,flex,Fz,frontal,4,15.544474179275857,21.5593429364229,0.0,0.0
oddball_flex,flex,O2,occipital,4,15.544474179275857,31.80364494741213,1.5250544662309369,0.0
oddball_flex,flex,PO10,occipital,4,15.544474179275857,41.59069833099413,10.457516339869281,2.8617860439209335
oddball_flex,flex,P4,parietal,4,15.544474179275857,19.259893171711965,1.5250544662309369,0.0
oddball_flex,flex,P8,parietal,4,15.544474179275857,27.44913350211478,0.0,0.0
oddball_flex,flex,CP2,centro-parietal,4,15.544474179275857,41.08582434369788,0.0,0.0
oddball_flex,flex,CP6,centro-parietal,4,15.544474179275857,22.808820840735237,0.0,0.0
gng_epocx_2,epocx,AF3,prefrontal,1,1.2165621506040527,13.0877428694583,0.0,0.0
gng_epocx_2,epocx,F7,frontal,1,1.2165621506040527,14.344472627608827,0.0,0.0
gng_epocx_2,epocx,F3,frontal,1,1.2165621506040527,14.857742768021922,0.0,0.0
gng_epocx_2,epocx,FC5,fronto-central,1,1.2165621506040527,12.972999673676366,0.0,0.0
gng_epocx_2,epocx,T7,central,1,1.2165621506040527,27.811966247389602,0.0,0.0
gng_epocx_2,epocx,P7,parietal,1,1.2165621506040527,26.03383903488762,0.0,0.0
gng_epocx_2,epocx,O1,occipital,1,1.2165621506040527,31.37625655278108,0.0,0.0
gng_epocx_2,epocx,O2,occipital,1,1.2165621506040527,22.221109172996456,0.0,0.0
gng_epocx_2,epocx,P8,parietal,1,1.2165621506040527,19.01971933767645,0.0,0.0
gng_epocx_2,epocx,T8,central,1,1.2165621506040527,28.091277185558475,0.0,0.35794648701397214
gng_epocx_2,epocx,FC6,fronto-central,1,1.2165621506040527,17.70574087720029,0.0,0.0
gng_epocx_2,epocx,F4,frontal,1,1.2165621506040527,18.724102349706598,0.0,0.0
gng_epocx_2,epocx,F8,frontal,1,1.2165621506040527,17.27006226575385,0.0,0.0
gng_epocx_2,epocx,AF4,prefrontal,1,1.2165621506040527,16.972334485110725,0.0,0.0
gng_epocx_2,epocx,AF3,prefrontal,2,4.010275837647351,12.479473197716157,0.0,0.0
gng_epocx_2,epocx,F7,frontal,2,4.010275837647351,15.428742214834354,0.0,0.0
gng_epocx_2,epocx,F3,frontal,2,4.010275837647351,15.393185451386632,0.0,0.0
gng_epocx_2,epocx,FC5,fronto-central,2,4.010275837647351,13.42144208681629,0.0,0.0
gng_epocx_2,epocx,T7,central,2,4.010275837647351,27.35312115423894,0.5970149253731344,0.0
gng_epocx_2,epocx,P7,parietal,2,4.010275837647351,26.8914832838341,0.0,0.0
gng_epocx_2,epocx,O1,occipital,2,4.010275837647351,31.41505273991255,0.5970149253731344,0.35794648701397214
gng_epocx_2,epocx,O2,occipital,2,4.010275837647351,20.497135607954462,0.0,0.0
gng_epocx_2,epocx,P8,parietal,2,4.010275837647351,19.896319659341046,0.0,0.0
gng_epocx_2,epocx,T8,central,2,4.010275837647351,27.0454949426367,0.0,0.0
gng_epocx_2,epocx,FC6,fronto-central,2,4.010275837647351,18.31376428626192,0.0,0.0
gng_epocx_2,epocx,F4,frontal,2,4.010275837647351,18.261756138511863,0.0,0.0
gng_epocx_2,epocx,F8,frontal,2,4.010275837647351,18.18022934217346,0.0,0.0
gng_epocx_2,epocx,AF4,prefrontal,2,4.010275837647351,16.152725862027857,0.0,0.0
gng_epocx_2,epocx,AF3,prefrontal,3,6.803989524690648,12.914526537010794,0.2976190476190476,0.0
gng_epocx_2,epocx,F7,frontal,3,6.803989524690648,14.603975861412897,0.0,0.0
gng_epocx_2,epocx,F3,frontal,3,6.803989524690648,14.611740638688314,0.0,0.0
gng_epocx_2,epocx,FC5,fronto-central,3,6.803989524690648,13.357485622470264,0.0,0.0
gng_epocx_2,epocx,T7,central,3,6.803989524690648,28.261497954652157,0.2976190476190476,0.0
gng_epocx_2,epocx,P7,parietal,3,6.803989524690648,29.53092192306914,0.0,0.0
gng_epocx_2,epocx,O1,occipital,3,6.803989524690648,33.43419256130436,0.8928571428571428,0.35794648701397214
gng_epocx_2,epocx,O2,occipital,3,6.803989524690648,25.376659704603796,0.0,0.0
gng_epocx_2,epocx,P8,parietal,3,6.803989524690648,20.066615144936964,0.0,0.0
gng_epocx_2,epocx,T8,central,3,6.803989524690648,27.768297314963625,0.2976190476190476,0.0
gng_epocx_2,epocx,FC6,fronto-central,3,6.803989524690648,19.356082980813134,0.8928571428571428,0.35794648701397214
gng_epocx_2,epocx,F4,frontal,3,6.803989524690648,18.846379478139824,0.0,0.0
gng_epocx_2,epocx,F8,frontal,3,6.803989524690648,18.993595772328995,0.0,0.0
gng_epocx_2,epocx,AF4,prefrontal,3,6.803989524690648,15.275856943610393,0.0,0.0
gng_epocx_2,epocx,AF3,prefrontal,4,9.597703211733945,14.206910393328043,0.3003003003003003,0.0
gng_epocx_2,epocx,F7,frontal,4,9.597703211733945,18.03972707422553,0.0,0.0
gng_epocx_2,epocx,F3,frontal,4,9.597703211733945,15.584471541387646,0.3003003003003003,0.35794648701397214
gng_epocx_2,epocx,FC5,fronto-central,4,9.597703211733945,14.806616341742613,0.0,0.35794648701397214
gng_epocx_2,epocx,T7,central,4,9.597703211733945,32.908754567309806,0.3003003003003003,0.35794648701397214
gng_epocx_2,epocx,P7,parietal,4,9.597703211733945,32.73880226715845,0.3003003003003003,0.0
gng_epocx_2,epocx,O1,occipital,4,9.597703211733945,36.008592633563325,1.2012012012012012,0.7158929740279443
gng_epocx_2,epocx,O2,occipital,4,9.597703211733945,28.48999473502778,0.3003003003003003,0.35794648701397214
gng_epocx_2,epocx,P8,parietal,4,9.597703211733945,23.768546273802816,0.3003003003003003,0.35794648701397214
gng_epocx_2,epocx,T8,central,4,9.597703211733945,29.256867121302264,0.3003003003003003,0.0
gng_epocx_2,epocx,FC6,fronto-central,4,9.597703211733945,19.96297062072777,0.6006006006006006,0.35794648701397214
gng_epocx_2,epocx,F4,frontal,4,9.597703211733945,19.544504301109274,0.0,0.35794648701397214
gng_epocx_2,epocx,F8,frontal,4,9.597703211733945,21.15415074242241,0.3003003003003003,0.35794648701397214
gng_epocx_2,epocx,AF4,prefrontal,4,9.597703211733945,16.033536290056226,0.3003003003003003,0.0
