session,device,channel,region,state,pair,duration_s,hf_20_40_uv_rms,p2p_median_uv,p2p_p99_over_median,pct_windows_over_common,rail_pct,marked_bad
gng_epocx,epocx,F7,frontal,open,1,16.408499999999997,0.603654473406181,14.157867766381235,1.2192279521061091,0.0,,False
gng_epocx,epocx,F3,frontal,open,1,16.408499999999997,0.5370717977453461,14.012272470125922,1.4542445439826672,0.0,,False
gng_epocx,epocx,FC5,fronto-central,open,1,16.408499999999997,0.6403970379193787,12.920897606847497,1.49345859584016,0.0,,False
gng_epocx,epocx,T7,central,open,1,16.408499999999997,0.7062923076622215,21.405868264241864,1.4349326456138156,0.0,,False
gng_epocx,epocx,P7,parietal,open,1,16.408499999999997,0.8245440421713597,23.73878474482241,1.4579187201916544,0.0,,False
gng_epocx,epocx,O1,occipital,open,1,16.408499999999997,1.289950536991959,26.77750177430947,1.4139048233144809,0.0,,False
gng_epocx,epocx,O2,occipital,open,1,16.408499999999997,1.1187117620119884,20.210230313800697,1.4383726510187247,0.0,,False
gng_epocx,epocx,P8,parietal,open,1,16.408499999999997,0.8308075854711565,18.823284208505612,1.1842978800542063,0.0,,False
gng_epocx,epocx,T8,central,open,1,16.408499999999997,1.126274054269818,20.050036727257073,1.4161123598034162,0.0,,False
gng_epocx,epocx,FC6,fronto-central,open,1,16.408499999999997,0.6850012907193791,16.77375746393257,1.4723009529534625,0.0,,False
gng_epocx,epocx,F4,frontal,open,1,16.408499999999997,0.5869166066949439,17.45556897354952,4.889922257543058,0.0,,True
gng_epocx,epocx,F8,frontal,open,1,16.408499999999997,0.553470482882984,13.28262054492073,1.3334892073015658,0.0,,False
