session,device,channel,region,state,pair,duration_s,hf_20_40_uv_rms,p2p_median_uv,p2p_p99_over_median,pct_windows_over_common,rail_pct,marked_bad
gng_epocx,epocx,AF4,prefrontal,open,1,16.408499999999997,0.8258668123833107,23.43429461735426,1.3524365091795332,0.0,,False
gng_flex,flex,C3,central,closed,1,41.510999999999996,0.9583348288927477,12.060945314334377,2.3235910761379555,0.0,0.42253521126760557,False
gng_flex,flex,T7,central,closed,1,41.510999999999996,1.196279449984696,15.899579491501498,1.583682774205249,0.0,0.34121395036887997,False
gng_flex,flex,FC1,fronto-central,closed,1,41.510999999999996,1.1360137501541663,13.94723978646927,1.6070388517783196,0.0,0.39570757880617036,False
gng_flex,flex,FC5,fronto-central,closed,1,41.510999999999996,1.1422565103338624,14.294421285758924,1.411547635731052,0.0,0.39403085177733066,False
gng_flex,flex,FT9,fronto-central,closed,1,41.510999999999996,1.787023079133639,24.140529725936332,1.654030727779504,0.0,0.34624413145539906,False
gng_flex,flex,F3,frontal,closed,1,41.510999999999996,1.0674403002668367,17.062149175106907,3.275047994206124,0.0,0.4736753856472166,False
gng_flex,flex,F7,frontal,closed,1,41.510999999999996,1.3448999059906173,17.96286555349443,1.875536826733048,0.0,0.482897384305835,False
gng_flex,flex,Fp1,prefrontal,closed,1,41.510999999999996,1.3982764203890528,18.73858268477942,2.515011183415227,0.0,1.5425888665325285,False
gng_flex,flex,Pz,parietal,closed,1,41.510999999999996,1.2829136098279328,13.760130255606315,2.2493789539821067,0.0,0.613682092555332,False
gng_flex,flex,Cz,central,closed,1,41.510999999999996,0.9537367447239561,12.21180683007022,2.814745122634759,0.0,0.4535546613011402,False
gng_flex,flex,O1,occipital,closed,1,41.510999999999996,4.408091238227115,35.26672201761154,2.882175792967242,0.0,2.0129107981220655,True
gng_flex,flex,PO9,occipital,closed,1,41.510999999999996,2.347972824900818,34.49264749230743,1.7787845030075917,0.0,1.0848423876592892,True
gng_flex,flex,P3,parietal,closed,1,41.510999999999996,1.7227150139373484,18.243397318945053,1.5000259867975043,0.0,0.4753521126760563,False
gng_flex,flex,P7,parietal,closed,1,41.510999999999996,1.9253131738812557,22.348251604563398,1.3147286099446034,0.0,0.4954728370221328,False
gng_flex,flex,CP1,centro-parietal,closed,1,41.510999999999996,1.0891687548516673,13.444129531947949,4.083961530621095,0.0,0.534037558685446,False
gng_flex,flex,CP5,centro-parietal,closed,1,41.510999999999996,1.2004381559751587,14.486163764531012,1.6044589100572535,0.0,0.41918175720992623,False
gng_flex,flex,C4,central,closed,1,41.510999999999996,1.0993209783232099,14.052753999130141,1.4056379285358107,0.0,0.5549966465459424,False
gng_flex,flex,T8,central,closed,1,41.510999999999996,1.5419369939527603,21.51604202955894,2.2492619438467774,0.0,0.8735747820254862,False
gng_flex,flex,FC2,fronto-central,closed,1,41.510999999999996,1.1386764979891113,13.236492250138728,1.4849221264839239,0.0,0.37139503688799463,False
gng_flex,flex,FC6,fronto-central,closed,1,41.510999999999996,1.2534183338978955,15.341852365345419,1.482441339032156,0.0,0.5918846411804158,False
gng_flex,flex,FT10,fronto-central,closed,1,41.510999999999996,1.7455818628173831,24.28186491488493,1.9991526478279662,0.0,0.6027833668678739,False
gng_flex,flex,F4,frontal,closed,1,41.510999999999996,1.1316531650007544,15.786049230473132,3.5289563411425084,0.0,0.562541918175721,False
gng_flex,flex,F8,frontal,closed,1,41.510999999999996,1.3389694789806177,17.636010887786306,1.4867185879233717,0.0,0.7042253521126761,False
gng_flex,flex,Fp2,prefrontal,closed,1,41.510999999999996,1.0496180814543155,13.828784174979585,2.1356872342030124,0.0,1.4017437961099932,False
gng_flex,flex,Oz,occipital,closed,1,41.510999999999996,3.2701611248204805,40.5485126659248,2.4927386339716033,0.0,1.2692823608316566,False
gng_flex,flex,Fz,frontal,closed,1,41.510999999999996,1.057972881009475,14.319412964421389,2.4405309142296607,0.0,0.4678068410462776,False
gng_flex,flex,O2,occipital,closed,1,41.510999999999996,2.047256969713441,21.223635306018124,1.8004224564862052,0.0,1.063044936284373,False
gng_flex,flex,PO10,occipital,closed,1,41.510999999999996,1.728402653388466,19.03786559690078,1.714428582997553,0.0,0.8601609657947685,True
gng_flex,flex,P4,parietal,closed,1,41.510999999999996,1.2315627514423868,14.801635048096765,5.343746307600466,0.0,0.6212273641851107,False
gng_flex,flex,P8,parietal,closed,1,41.510999999999996,2.323179075384758,20.246537762705927,1.4679413310179756,0.0,0.9347753185781355,False
gng_flex,flex,CP2,centro-parietal,closed,1,41.510999999999996,0.9703417269437314,12.867145924853993,1.3188569743534952,0.0,0.6790744466800805,False
gng_flex,flex,CP6,centro-parietal,closed,1,41.510999999999996,1.8214779956633518,17.41360889361674,1.417317352007921,0.0,0.7109322602280348,False
gng_flex,flex,C3,central,open,1,35.425599999999996,1.1819364300686603,16.130636206230346,7.846073961821106,2.8169014084507045,0.42253521126760557,False
gng_flex,flex,T7,central,open,1,35.425599999999996,1.7380020644348249,21.960167809034225,24.14721073674014,2.8169014084507045,0.34121395036887997,False
gng_flex,flex,FC1,fronto-central,open,1,35.425599999999996,1.438835861974412,19.679671361130758,4.015581560265808,0.0,0.39570757880617036,False
gng_flex,flex,FC5,fronto-central,open,1,35.425599999999996,1.712072490175245,19.39134785226815,1.9274162946566558,0.0,0.39403085177733066,False
gng_flex,flex,FT9,fronto-central,open,1,35.425599999999996,2.2738746663651312,32.04889878044125,3.0807991389159715,0.0,0.34624413145539906,False
gng_flex,flex,F3,frontal,open,1,35.425599999999996,2.697505534493157,26.894513669727218,2.39891432177554,0.0,0.4736753856472166,False
gng_flex,flex,F7,frontal,open,1,35.425599999999996,1.9989760698435621,27.69299324988629,2.177829028487079,0.0,0.482897384305835,False
gng_flex,flex,Fp1,prefrontal,open,1,35.425599999999996,2.834670356852839,31.24626582655371,2.6461618600381684,0.0,1.5425888665325285,False
gng_flex,flex,Pz,parietal,open,1,35.425599999999996,1.369904350536572,16.76246670339703,3.906243036489188,0.0,0.613682092555332,False
gng_flex,flex,Cz,central,open,1,35.425599999999996,1.061904727088308,16.021506560648238,2.3689931807251745,0.0,0.4535546613011402,False
gng_flex,flex,O1,occipital,open,1,35.425599999999996,4.732985728973014,46.45803270990406,3.3062615881990474,2.8169014084507045,2.0129107981220655,True
gng_flex,flex,PO9,occipital,open,1,35.425599999999996,2.7540979407707655,44.23362510383198,7.671430484971126,19.718309859154928,1.0848423876592892,True
gng_flex,flex,P3,parietal,open,1,35.425599999999996,1.8813066255033528,21.123260344340952,1.7488082005060213,0.0,0.4753521126760563,False
gng_flex,flex,P7,parietal,open,1,35.425599999999996,2.4118886358423914,28.08738376993954,1.7877924257066664,0.0,0.4954728370221328,False
gng_flex,flex,CP1,centro-parietal,open,1,35.425599999999996,1.1207845465249626,15.061229367772269,2.4071143824391736,0.0,0.534037558685446,False
gng_flex,flex,CP5,centro-parietal,open,1,35.425599999999996,1.4231441434689551,16.79067534733229,1.8580550829349238,0.0,0.41918175720992623,False
gng_flex,flex,C4,central,open,1,35.425599999999996,1.297885819625601,16.966568695786847,1.5305470061184119,0.0,0.5549966465459424,False
gng_flex,flex,T8,central,open,1,35.425599999999996,3.036216823630074,32.43313505922565,3.7160213677165777,1.4084507042253522,0.8735747820254862,False
gng_flex,flex,FC2,fronto-central,open,1,35.425599999999996,1.5458297199417426,18.122723028005584,2.445766072082231,0.0,0.37139503688799463,False
gng_flex,flex,FC6,fronto-central,open,1,35.425599999999996,2.2213562647942644,21.77783588613041,1.3578791284559102,0.0,0.5918846411804158,False
gng_flex,flex,FT10,fronto-central,open,1,35.425599999999996,2.257368134630182,30.992769028830843,2.6197220276380517,0.0,0.6027833668678739,False
gng_flex,flex,F4,frontal,open,1,35.425599999999996,3.1368448833923708,27.292098548451712,2.370148186903204,0.0,0.562541918175721,False
gng_flex,flex,F8,frontal,open,1,35.425599999999996,1.9285058241600854,24.058006387010458,2.0644914846169855,0.0,0.7042253521126761,False
gng_flex,flex,Fp2,prefrontal,open,1,35.425599999999996,1.8836208930127893,23.4561717600521,5.1977627146278795,1.4084507042253522,1.4017437961099932,False
gng_flex,flex,Oz,occipital,open,1,35.425599999999996,3.602319893951203,49.999263681596915,5.048481048037292,15.492957746478872,1.2692823608316566,False
gng_flex,flex,Fz,frontal,open,1,35.425599999999996,2.0285157158294598,23.080895226483094,2.664247825045255,0.0,0.4678068410462776,False
gng_flex,flex,O2,occipital,open,1,35.425599999999996,2.20898808267501,29.80215911818469,6.720333572329811,9.859154929577464,1.063044936284373,False
gng_flex,flex,PO10,occipital,open,1,35.425599999999996,2.1415653785858195,29.838025739933833,3.0463397947811064,0.0,0.8601609657947685,True
gng_flex,flex,P4,parietal,open,1,35.425599999999996,1.392168907845428,19.574769867984735,6.162953381017891,1.4084507042253522,0.6212273641851107,False
gng_flex,flex,P8,parietal,open,1,35.425599999999996,2.60311044239329,25.086892183258545,2.005186673836561,0.0,0.9347753185781355,False
gng_flex,flex,CP2,centro-parietal,open,1,35.425599999999996,1.0313011130236935,15.018058234020906,2.3082041690559607,0.0,0.6790744466800805,False
gng_flex,flex,CP6,centro-parietal,open,1,35.425599999999996,2.5333378676020324,21.868436389826435,1.6677735868400372,0.0,0.7109322602280348,False
gng_flex,flex,C3,central,closed,2,48.846500000000006,0.9192379316139019,11.960390433029659,2.069631430139038,0.0,0.42253521126760557,False
gng_flex,flex,T7,central,closed,2,48.846500000000006,1.2263202953559658,17.649929512703142,1.6336354431239164,0.0,0.34121395036887997,False
gng_flex,flex,FC1,fronto-central,closed,2,48.846500000000006,1.1501144031769261,12.82872027812977,1.5326975058523074,0.0,0.39570757880617036,False
gng_flex,flex,FC5,fronto-central,closed,2,48.846500000000006,1.2491621946449496,15.667225726183865,1.8093429665816232,0.0,0.39403085177733066,False
gng_flex,flex,FT9,fronto-central,closed,2,48.846500000000006,1.8161725585602533,28.849416008485868,4.322483957655869,3.0927835051546393,0.34624413145539906,False
gng_flex,flex,F3,frontal,closed,2,48.846500000000006,1.133165803349787,16.28276236725928,1.7187655052932531,0.0,0.4736753856472166,False
gng_flex,flex,F7,frontal,closed,2,48.846500000000006,1.3966229107446324,17.74432321192714,2.0541653837129905,0.0,0.482897384305835,False
gng_flex,flex,Fp1,prefrontal,closed,2,48.846500000000006,1.4482321673871263,17.741784563722277,1.8493581930775749,0.0,1.5425888665325285,False
