marker,peak_uv,onset_burst_s,offset_burst_s,contact,edge_spacing_s,sound_onset_s,sound_onset_from_offset_s
25.2647,1103.866266845671,0.07583072975487015,0.1783688275577711,True,0.10253809780290093,0.07333072975487015,0.08086882755777108
26.2647,1183.7316550817227,0.07401600329256987,0.18002329179360435,True,0.10600728850103448,0.07151600329256987,0.08252329179360435
27.2676,1452.60637178257,0.06973124862293635,0.17495655745158561,True,0.10522530882864926,0.06723124862293635,0.07745655745158561
28.2683,1483.8889918319287,0.07271913330169741,0.17256410842349812,True,0.09984497512180071,0.0702191333016974,0.07506410842349812
29.2671,1486.5371496317703,0.06896131807838232,0.17385539862423285,True,0.10489408054585053,0.06646131807838232,0.07635539862423285
30.27,1853.8685618687425,0.0712288393066502,0.17088171554566903,True,0.09965287623901883,0.06872883930665019,0.07338171554566902
31.2699,1621.5162890024744,0.07086340332663679,0.17132381275432376,True,0.10046040942768697,0.06836340332663679,0.07382381275432376
32.2702,1792.4644296432434,0.06804425203645284,0.17073052476042416,True,0.10268627272397132,0.06554425203645284,0.07323052476042416
33.2716,1773.0001077048412,0.07230222478316557,0.1695794381445857,True,0.09727721336142013,0.06980222478316557,0.0720794381445857
34.2718,1643.0033634205538,0.08959780974508415,0.16868500941543574,True,0.07908719967035159,0.08709780974508415,0.07118500941543573
35.2724,1563.7198385326374,0.08324850276989026,0.16761028118968707,True,0.0843617784197968,0.08074850276989026,0.07011028118968707
75.424,1420.9648034944155,0.07201354145410657,0.17263812778623044,True,0.10062458633212387,0.06951354145410657,0.07513812778623044
76.4248,1456.0613335112039,0.07459628677902068,0.172496501897678,True,0.09790021511865733,0.07209628677902068,0.07499650189767801
77.4257,1712.9351164112243,0.07359443892999337,0.17205523248369825,True,0.09846079355370488,0.07109443892999337,0.07455523248369825
78.426,1777.2246657068163,0.07225597060029625,0.17352353204247997,True,0.10126756144218373,0.06975597060029624,0.07602353204247997
79.4264,1671.5818693686722,0.07398618311734798,0.17363353620675584,True,0.09964735308940786,0.07148618311734797,0.07613353620675584
80.4273,1350.9520615999177,0.07100307127545821,0.17667432503401914,True,0.10567125375856093,0.06850307127545821,0.07917432503401914
81.4298,1233.8501988806509,0.07047713390647965,0.17460438263273992,True,0.10412724872626027,0.06797713390647965,0.07710438263273992
82.4306,1204.375458991542,0.06956633439507572,0.17239711574657315,True,0.10283078135149744,0.06706633439507571,0.07489711574657315
83.4305,1525.8161832266992,0.07426656679151207,0.17213325073659427,True,0.0978666839450822,0.07176656679151207,0.07463325073659427
84.4314,1584.4119298706337,0.07357870929392109,0.17158975540425672,True,0.09801104611033563,0.07107870929392109,0.07408975540425672
85.4325,1425.8263067640432,0.06865734482070388,0.17429739030934258,True,0.1056400454886387,0.06615734482070387,0.07679739030934257
86.4333,1382.8399941195264,0.07384252238320778,0.17149141619900912,True,0.09764889381580134,0.07134252238320778,0.07399141619900912
87.4355,1408.755952700269,0.06788201637609943,0.1734232106594229,True,0.10554119428332347,0.06538201637609943,0.0759232106594229
88.4343,1781.5673694247848,0.07373475710405139,0.17172518930088404,True,0.09799043219683265,0.07123475710405139,0.07422518930088404
89.4366,1573.240533964657,0.0717716320692663,0.17131194813966938,True,0.09954031607040308,0.0692716320692663,0.07381194813966938
90.4366,1407.373405040697,0.07209416956796506,0.17151975386040041,True,0.09942558429243535,0.06959416956796506,0.07401975386040041
91.4373,1274.4377412389936,0.06730516401018888,0.1724433478192257,True,0.10513818380903683,0.06480516401018888,0.07494334781922571
92.4375,1347.1832373567772,0.07198255421060877,0.1713600901483787,True,0.09937753593776992,0.06948255421060877,0.07386009014837869
93.4387,1590.7510321098166,0.07093862677767314,0.17126973361681755,True,0.10033110683914441,0.06843862677767314,0.07376973361681755
94.4409,1830.1785422258665,0.0749472917520323,0.17083593292683152,True,0.09588864117479923,0.0724472917520323,0.07333593292683152
95.4412,1704.345083850861,0.0719336409497273,0.17022376957897786,True,0.09829012862925056,0.0694336409497273,0.07272376957897786
96.4413,1897.5374581856813,0.07700840325662513,0.1696478739226444,True,0.09263947066601928,0.07450840325662512,0.0721478739226444
97.4424,1578.5769047350727,0.0863823035430132,0.168213153241505,True,0.08183084969849179,0.0838823035430132,0.07071315324150498
98.4435,1357.224193731223,0.08333104570254647,0.16734199202015695,True,0.08401094631761048,0.08083104570254647,0.06984199202015695
99.4433,1309.2661262545782,0.0839129100778101,0.16716586114327775,True,0.08325295106546765,0.0814129100778101,0.06966586114327775
100.4454,1223.407473184012,0.07854866475422355,0.16363533286350687,True,0.08508666810928332,0.07604866475422355,0.06613533286350687
101.4451,899.3374103272554,0.07680509647192243,0.1711373243172364,True,0.09433222784531398,0.07430509647192243,0.07363732431723641
102.4466,1117.7630100892843,0.07518214587297674,0.1783851279069697,True,0.10320298203399296,0.07268214587297674,0.0808851279069697
103.4476,1147.8071320261301,0.0742856486070271,0.18009627276237314,True,0.10581062415534603,0.0717856486070271,0.08259627276237314
104.4488,1514.7899709483615,0.07230395951211459,0.17592861496326032,True,0.10362465545114573,0.06980395951211459,0.07842861496326031
