time,value,condition,sample,sample_error_ms,block,deviant,post_deviant
1019.2613,Oddball-standard,standard,130451,0.6419197834475199,2,False,False
1020.5293,Oddball-standard,standard,130613,-1.592125252614096,2,False,False
1021.6608,Oddball-standard,standard,130758,-0.15346185887210595,2,False,False
1022.7283,Oddball-standard,standard,130895,2.7782407958056865,2,False,False
1024.2126,Oddball-standard,standard,131085,3.01855834595699,2,False,False
1025.5106,Oddball-standard,standard,131251,2.037993679550709,2,False,False
1026.9282,Oddball-standard,standard,131432,-1.3420196014521935,2,False,False
1028.0613,Oddball-standard,standard,131577,-1.5033562078770046,2,False,False
1029.4108,Oddball-standard,standard,131750,0.709669772277266,2,False,False
1030.5623,Oddball-standard,standard,131897,-2.2249266494327458,2,False,False
1031.895,Oddball-standard,standard,132068,1.161359145953611,2,False,False
1033.2786,Oddball-standard,standard,132245,0.527865495541846,2,False,False
1034.6612,Oddball-standard,standard,132422,0.8943718451064342,2,False,False
1035.9777,Oddball-oddball,deviant,132590,-2.959452636559945,2,True,False
1038.6286,Oddball-standard,standard,132930,2.6863787691127072,2,False,False
1040.0949,Oddball-standard,standard,133117,-2.513413957785815,2,False,False
1041.1457,Oddball-standard,standard,133252,1.4915485123765393,2,False,False
1042.5782,Oddball-standard,standard,133435,-1.1617245838806411,2,False,False
1043.7455,Oddball-standard,standard,133585,3.5437892715890484,2,False,False
1045.0624,Oddball-standard,standard,133753,-0.7100352102042962,2,False,False
1046.2472,Oddball-oddball,deviant,133905,2.122218829981648,2,True,False
1048.7789,Oddball-standard,standard,134229,1.9541287579158961,2,False,False
1049.9121,Oddball-standard,standard,134374,1.6927921517435607,2,False,False
1051.2122,Oddball-standard,standard,134540,-1.3877725148176978,2,False,False
1052.2784,Oddball-standard,standard,134677,2.8439301399885153,2,False,False
1053.6117,Oddball-standard,standard,134847,-2.1831541571373236,2,False,False
1054.6285,Oddball-standard,standard,134977,-3.2450421490466397,2,False,False
1055.9613,Oddball-standard,standard,135148,0.04124364636481914,2,False,False
1057.4465,Oddball-standard,standard,135338,-0.6184388034853328,2,False,False
1058.5454,Oddball-oddball,deviant,135479,2.1667442208581633,2,True,False
1060.7786,Oddball-standard,standard,135765,3.590590638395952,2,False,False
1062.2116,Oddball-standard,standard,135948,0.43731754226428166,2,False,False
1063.3455,Oddball-standard,standard,136093,-0.5240190639597131,2,False,False
1064.4955,Oddball-standard,standard,136240,-1.9586154855915083,2,False,False
1065.7784,Oddball-standard,standard,136404,-3.4659203367937153,2,False,False
1067.2458,Oddball-standard,standard,136592,-1.9523429712080542,2,False,False
1068.7283,Oddball-standard,standard,136782,0.08797457917353313,2,False,False
1069.7455,Oddball-standard,standard,136912,-1.3739134128627484,2,False,False
1071.112,Oddball-standard,standard,137087,-0.5341472481177334,2,False,False
1072.1982,Oddball-standard,standard,137226,-0.6757044086498354,2,False,False
1073.4479,Oddball-standard,standard,137386,-0.23648962928746187,2,False,False
1074.6296,Oddball-oddball,deviant,137537,-2.117605681405621,2,True,False
1077.0284,Oddball-standard,standard,137844,-2.2129873236735875,2,False,False
1078.5143,Oddball-oddball,deviant,138034,-3.5726697735753987,2,True,False
1080.7298,Oddball-standard,standard,138318,-0.07556354034932156,2,False,False
1082.0793,Oddball-standard,standard,138491,2.1374624395775754,2,False,False
1083.2139,Oddball-standard,standard,138636,0.47612583352929505,2,False,False
1084.2459,Oddball-standard,standard,138768,-0.1590219735589926,2,False,False
1085.3301,Oddball-standard,standard,138907,1.6994208658616117,2,False,False
1086.4963,Oddball-standard,standard,139056,-0.308435371152882,2,False,False
1087.9316,Oddball-standard,standard,139240,2.0516616250461084,2,False,False
1089.0637,Oddball-standard,standard,139385,2.890325018825024,2,False,False
1090.1467,Oddball-standard,standard,139523,-1.864602234263657,2,False,False
1091.3483,Oddball-standard,standard,139677,-0.20560800930979894,2,False,False
1092.5147,Oddball-standard,standard,139826,-2.413464246046715,2,False,False
1093.5294,Oddball-oddball,deviant,139956,-1.375352237801053,2,True,False
1095.6641,Oddball-standard,standard,140229,-3.025317020728835,2,False,False
1096.8304,Oddball-standard,standard,140379,2.680196834489834,2,False,False
1097.8464,Oddball-standard,standard,140509,2.418308842834449,2,False,False
1099.0983,Oddball-standard,standard,140669,0.657523621839573,2,False,False
1100.1138,Oddball-standard,standard,140799,0.8956356300586776,2,False,False
1101.2645,Oddball-standard,standard,140946,-1.2389607913974032,2,False,False
1102.7637,Oddball-oddball,deviant,141138,-0.27190305627300404,2,True,False
1104.88,Oddball-standard,standard,141409,0.851391975857041,2,False,False
1106.149,Oddball-standard,standard,141571,-2.3826530600672413,2,False,False
1107.5968,Oddball-standard,standard,141757,3.1041841207297693,2,False,False
1108.6806,Oddball-standard,standard,141895,-2.4507431321580952,2,False,False
1109.7135,Oddball-standard,standard,142028,3.8274791529602226,2,False,False
1110.8801,Oddball-standard,standard,142177,1.4196229162735108,2,False,False
1112.3136,Oddball-standard,standard,142360,-2.233650179960023,2,False,False
1113.5132,Oddball-standard,standard,142514,1.4253440449465415,2,False,False
1114.597,Oddball-standard,standard,142653,3.6837868844941113,2,False,False
1115.7633,Oddball-standard,standard,142802,1.5759306475047197,2,False,False
1116.8798,Oddball-standard,standard,142945,2.3878538565895724,2,False,False
1118.3803,Oddball-standard,standard,143137,2.054911591585551,2,False,False
1119.6995,Oddball-standard,standard,143306,3.3144572023502406,2,False,False
1121.0636,Oddball-standard,standard,143480,-1.259146725260507,2,False,False
1122.1971,Oddball-standard,standard,143625,-1.8204833318122837,2,False,False
1123.4803,Oddball-oddball,deviant,143789,-3.6277881829391845,2,True,False
1124.8471,Oddball-oddball,deviant,143964,-3.0880220181188633,2,True,True
1127.3807,Oddball-standard,standard,144289,2.657258002045637,2,False,False
1128.5308,Oddball-standard,standard,144436,1.122661580438944,2,False,False
1129.9977,Oddball-standard,standard,144624,3.1362389461264684,2,False,False
1131.2307,Oddball-standard,standard,144781,-3.164656551916778,2,False,False
1132.5467,Oddball-standard,standard,144950,1.294889058726767,2,False,False
1133.5969,Oddball-standard,standard,145084,-1.9135185636969254,2,False,False
1134.9471,Oddball-standard,standard,145257,-0.40049258359431406,2,False,False
1136.1159,Oddball-standard,standard,145407,2.8050212720245327,2,False,False
1137.4468,Oddball-standard,standard,145577,0.17793697497836547,2,False,False
1138.5646,Oddball-standard,standard,145720,-0.31013981606520247,2,False,False
1139.9644,Oddball-standard,standard,145899,-1.5168932820870396,2,False,False
1141.2807,Oddball-standard,standard,146068,2.6426523286318115,2,False,False
1142.4802,Oddball-standard,standard,146221,-1.4117235386947868,2,False,False
1143.7977,Oddball-standard,standard,146390,1.5478220718705415,2,False,False
1145.1143,Oddball-standard,standard,146558,-2.406002409998109,2,False,False
1146.3307,Oddball-standard,standard,146714,0.07973199990374269,2,False,False
1147.8142,Oddball-oddball,deviant,146904,1.1200495500816032,2,True,False
1149.9319,Oddball-standard,standard,147175,0.8433445823357033,2,False,False
1150.948,Oddball-standard,standard,147305,0.48145659047804656,2,False,False
1152.0004,Oddball-standard,standard,147440,2.8864190605872864,2,False,False
1153.4144,Oddball-oddball,deviant,147621,3.1064057795902045,2,True,False
1156.2322,Oddball-standard,standard,147981,-1.8803609671067534,2,False,False
1157.7154,Oddball-standard,standard,148171,-0.5400434167768253,2,False,False
1159.1146,Oddball-standard,standard,148350,-1.146796882721901,2,False,False
1160.1478,Oddball-standard,standard,148482,-2.9819446897363378,2,False,False
1161.3641,Oddball-standard,standard,148638,-0.3962102800869616,2,False,False
